NAME,STNAME,STABBR,SCHLEV,YEAR,CCDNF,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,Z32,Z33,V33
BAY POINT CENTER,Alabama,AL,N,11,1,-2,-2,-2,-2,-2,-2,-2,-2
PATHWAY INC,Alabama,AL,N,11,1,-2,-2,-2,-2,-2,-2,-2,-2
PRESBYTERIAN HOME FOR CHILDREN,Alabama,AL,N,11,1,-2,-2,-2,-2,-2,-2,-2,-2
BRANTWOOD CHILDREN'S HOME,Alabama,AL,N,11,1,-2,-2,-2,-2,-2,-2,-2,-2
DEVELOPING ALABAMA YOUTH PROG,Alabama,AL,N,11,1,-2,-2,-2,-2,-2,-2,-2,-2
LAUREL OAKS BEHAVIORAL HEALTH,Alabama,AL,N,11,1,-2,-2,-2,-2,-2,-2,-2,-2
MOUNTAINVIEW HOSPITAL,Alabama,AL,N,11,1,-2,-2,-2,-2,-2,-2,-2,-2
THE RUSHTON SCHOOL,Alabama,AL,N,11,1,-2,-2,-2,-2,-2,-2,-2,0
WILMER HALL,Alabama,AL,N,11,1,-2,-2,-2,-2,-2,-2,-2,-2
THREE SPRINGS PAINT ROCK VALLEY,Alabama,AL,N,11,1,-2,-2,-2,-2,-2,-2,-2,-2
ANDALUSIA CITY,Alabama,AL,3,11,1,15837000,2546000,9015000,4276000,14656000,8180000,5645000,1670
ANNISTON CITY,Alabama,AL,3,11,1,24794000,6134000,11486000,7174000,24545000,12430000,8268000,2312
ARAB CITY,Alabama,AL,3,11,1,22756000,2268000,13795000,6693000,21797000,12358000,8696000,2536
ATHENS CITY,Alabama,AL,3,11,1,35314000,3407000,16484000,15423000,34111000,18137000,12822000,3161
COMPASS ACADEMY,Alabama,AL,N,11,1,-2,-2,-2,-2,-2,-2,-2,-2
ETOWAH ACADEMY,Alabama,AL,N,11,1,-2,-2,-2,-2,-2,-2,-2,-2
POINTE ACADEMY,Alabama,AL,N,11,1,-2,-2,-2,-2,-2,-2,-2,-2
ALABAMA CORRECTIONAL FACILITIES,Alabama,AL,N,11,1,-2,-2,-2,-2,-2,-2,-2,-2
HIGDON HILL SCHOOL,Alabama,AL,N,11,1,-2,-2,-2,-2,-2,-2,-2,-2
THE BRIDGE II,Alabama,AL,N,11,1,-2,-2,-2,-2,-2,-2,-2,-2
ATTALLA CITY,Alabama,AL,3,11,1,15250000,2443000,10040000,2767000,14924000,8434000,5523000,1678
COMPASS SCHOOL,Alabama,AL,N,11,1,-2,-2,-2,-2,-2,-2,-2,-2
ALABAMA CLINICAL SCHOOL,Alabama,AL,N,11,1,-2,-2,-2,-2,-2,-2,-2,-2
EXCEL INSTITUTE,Alabama,AL,N,11,1,-2,-2,-2,-2,-2,-2,-2,-2
SARALAND CITY,Alabama,AL,3,11,1,18845000,2085000,9277000,7483000,23145000,8264000,5327000,1972
FATHER PURCELL CENTER,Alabama,AL,N,11,1,-2,-2,-2,-2,-2,-2,-2,-2
FATHER WALTERS CTR,Alabama,AL,N,11,1,-2,-2,-2,-2,-2,-2,-2,-2
AUBURN CITY,Alabama,AL,3,11,1,70076000,5949000,28929000,35198000,66917000,35619000,23628000,6690
AUTAUGA COUNTY,Alabama,AL,3,11,1,81106000,9924000,52990000,18192000,80709000,44047000,30381000,9904
BALDWIN COUNTY,Alabama,AL,3,11,1,281434000,30713000,105457000,145264000,253965000,136077000,90737000,28199
BARBOUR COUNTY,Alabama,AL,3,11,1,11241000,3049000,6165000,2027000,11425000,6230000,3716000,1073
BESSEMER CITY,Alabama,AL,3,11,1,43264000,8309000,22842000,12113000,43073000,23083000,14387000,4510
BIBB COUNTY,Alabama,AL,3,11,1,34209000,5693000,21583000,6933000,33971000,17227000,11048000,3512
BIRMINGHAM CITY,Alabama,AL,3,11,1,279900000,53431000,131567000,94902000,378008000,161089000,92054000,25914
BLOUNT COUNTY,Alabama,AL,3,11,1,71013000,9285000,49104000,12624000,70895000,37139000,25135000,8498
BREWTON CITY,Alabama,AL,3,11,1,23110000,1474000,17329000,4307000,21200000,6159000,4436000,1222
BULLOCK COUNTY,Alabama,AL,3,11,1,17271000,3734000,10715000,2822000,17347000,8696000,4753000,1579
BUTLER COUNTY,Alabama,AL,3,11,1,31714000,6662000,18276000,6776000,30365000,16298000,11053000,3368
CALHOUN COUNTY,Alabama,AL,3,11,1,85452000,11573000,52694000,21185000,79016000,44235000,28538000,9403
CHAMBERS COUNTY,Alabama,AL,3,11,1,35466000,5333000,22014000,8119000,34028000,19085000,12404000,4070
CHEROKEE COUNTY,Alabama,AL,3,11,1,38732000,5456000,23449000,9827000,37046000,20143000,13282000,4081
CHILTON COUNTY,Alabama,AL,3,11,1,65222000,10979000,41987000,12256000,65274000,34953000,24479000,7859
CHOCTAW COUNTY,Alabama,AL,3,11,1,19870000,3609000,10364000,5897000,18502000,9162000,5608000,1769
CLARKE COUNTY,Alabama,AL,3,11,1,30971000,5458000,18593000,6920000,30606000,17071000,10687000,3405
CLAY COUNTY,Alabama,AL,3,11,1,27409000,2690000,12617000,12102000,43004000,10108000,6961000,2066
CLEBURNE COUNTY,Alabama,AL,3,11,1,24668000,3428000,16746000,4494000,23821000,12867000,8438000,2669
COFFEE COUNTY,Alabama,AL,3,11,1,19192000,3224000,11620000,4348000,18933000,9011000,5972000,2002
COLBERT COUNTY,Alabama,AL,3,11,1,30886000,4630000,16206000,10050000,29605000,16466000,10187000,2895
CONECUH COUNTY,Alabama,AL,3,11,1,19188000,3919000,9566000,5703000,19178000,9896000,6281000,1709
COOSA COUNTY,Alabama,AL,3,11,1,13415000,3127000,7349000,2939000,14792000,6596000,3957000,1277
COVINGTON COUNTY,Alabama,AL,3,11,1,30270000,5261000,17617000,7392000,29655000,15207000,9823000,3139
CRENSHAW COUNTY,Alabama,AL,3,11,1,20969000,3479000,13336000,4154000,20236000,11043000,7599000,2299
CULLMAN CITY,Alabama,AL,3,11,1,28039000,3706000,13662000,10671000,28968000,14950000,10886000,3017
CULLMAN COUNTY,Alabama,AL,3,11,1,88888000,12482000,56619000,19787000,83795000,47511000,32497000,9776
DALE COUNTY,Alabama,AL,3,11,1,27621000,4374000,16715000,6532000,27288000,14110000,9517000,2906
DALEVILLE CITY,Alabama,AL,3,11,1,11639000,2417000,6557000,2665000,12877000,6130000,3968000,1223
DALLAS COUNTY,Alabama,AL,3,11,1,39194000,8995000,25376000,4823000,38971000,20805000,12562000,3883
DEKALB COUNTY,Alabama,AL,3,11,1,84339000,15109000,50940000,18290000,81881000,42419000,30682000,8857
DECATUR CITY,Alabama,AL,1,11,1,95452000,11747000,44464000,39241000,91430000,51898000,36750000,-1
DEMOPOLIS CITY,Alabama,AL,3,11,1,21047000,2897000,13116000,5034000,21850000,10711000,7550000,2335
DOTHAN CITY,Alabama,AL,3,11,1,86667000,16480000,46609000,23578000,81775000,45059000,31089000,9308
ELBA CITY,Alabama,AL,3,11,1,8609000,1577000,4931000,2101000,8185000,4327000,2820000,829
ELMORE COUNTY,Alabama,AL,3,11,1,95605000,12080000,58256000,25269000,96898000,50193000,33936000,11016
ENTERPRISE CITY,Alabama,AL,3,11,1,58141000,8301000,34823000,15017000,60853000,30792000,20887000,6452
ESCAMBIA COUNTY,Alabama,AL,3,11,1,48921000,8769000,27592000,12560000,46704000,24380000,15506000,4628
ETOWAH COUNTY,Alabama,AL,3,11,1,81665000,11855000,50934000,18876000,76421000,42628000,28817000,9295
EUFAULA CITY,Alabama,AL,3,11,1,25172000,3838000,14844000,6490000,23780000,13541000,9139000,2768
FAIRFIELD CITY,Alabama,AL,3,11,1,19417000,3221000,11319000,4877000,18504000,10387000,6566000,2103
FAYETTE COUNTY,Alabama,AL,3,11,1,26031000,3869000,16098000,6064000,25729000,12417000,7811000,2415
FLORENCE CITY,Alabama,AL,3,11,1,50682000,9242000,21576000,19864000,49817000,25008000,17709000,4256
FORT PAYNE CITY,Alabama,AL,3,11,1,27108000,3685000,16325000,7098000,25311000,13595000,9416000,3098
FRANKLIN COUNTY,Alabama,AL,3,11,1,39659000,6901000,20295000,12463000,36486000,17742000,11535000,3351
GADSDEN CITY,Alabama,AL,3,11,1,52602000,9816000,28900000,13886000,48932000,27435000,17647000,5516
GENEVA CITY,Alabama,AL,3,11,1,11781000,1942000,7189000,2650000,10726000,6244000,4407000,1248
GENEVA COUNTY,Alabama,AL,3,11,1,23833000,4121000,15570000,4142000,22831000,12222000,7979000,2731
GREENE COUNTY,Alabama,AL,3,11,1,14736000,3450000,8258000,3028000,14306000,7780000,4711000,1348
GUNTERSVILLE CITY,Alabama,AL,3,11,1,18402000,2305000,9822000,6275000,18336000,9926000,6445000,1952
HALE COUNTY,Alabama,AL,3,11,1,27088000,5562000,16949000,4577000,26183000,14647000,9983000,2895
HALEYVILLE CITY,Alabama,AL,3,11,1,15641000,2294000,9261000,4086000,15372000,8127000,5721000,1712
HARTSELLE CITY,Alabama,AL,3,11,1,32980000,2778000,19028000,11174000,35136000,15703000,11060000,3141
HENRY COUNTY,Alabama,AL,3,11,1,24191000,3797000,15771000,4623000,26729000,12354000,8188000,2860
HOMEWOOD CITY,Alabama,AL,3,11,1,46725000,2814000,14944000,28967000,56412000,25456000,17823000,3611
HOUSTON COUNTY,Alabama,AL,3,11,1,58230000,8335000,35523000,14372000,60076000,29450000,20583000,6369
HUNTSVILLE CITY,Alabama,AL,3,11,1,247159000,32314000,114440000,100405000,264918000,127834000,86358000,23364
JACKSON COUNTY,Alabama,AL,3,11,1,60161000,8892000,36157000,15112000,58949000,31937000,19307000,5891
JACKSONVILLE CITY,Alabama,AL,3,11,1,15192000,1769000,9188000,4235000,13789000,7853000,5647000,1702
JASPER CITY,Alabama,AL,3,11,1,26590000,2849000,13945000,9796000,27265000,15288000,10267000,2673
JEFFERSON COUNTY,Alabama,AL,3,11,1,341757000,45412000,189286000,107059000,394774000,188720000,122519000,35860
LAMAR COUNTY,Alabama,AL,3,11,1,21529000,3286000,14033000,4210000,20600000,11217000,7185000,2365
LANETT CITY,Alabama,AL,3,11,1,8154000,1673000,4873000,1608000,7641000,4567000,2968000,811
LAUDERDALE COUNTY,Alabama,AL,3,11,1,78436000,8853000,49603000,19980000,73417000,41646000,29479000,8885
LAWRENCE COUNTY,Alabama,AL,3,11,1,49556000,7842000,29150000,12564000,51571000,27408000,18257000,5207
LEE COUNTY,Alabama,AL,3,11,1,88327000,10927000,50223000,27177000,100669000,47500000,33009000,9810
LIMESTONE COUNTY,Alabama,AL,3,11,1,81831000,8032000,49535000,24264000,80859000,42384000,29443000,8793
LINDEN CITY,Alabama,AL,3,11,1,5732000,1018000,3438000,1276000,6064000,3313000,1828000,509
LOWNDES COUNTY,Alabama,AL,3,11,1,29506000,12566000,12800000,4140000,28657000,11879000,7420000,1853
MACON COUNTY,Alabama,AL,3,11,1,27985000,6366000,16145000,5474000,28664000,14527000,8311000,2629
MADISON COUNTY,Alabama,AL,3,11,1,182095000,19822000,104049000,58224000,176595000,98545000,65700000,19897
MARENGO COUNTY,Alabama,AL,3,11,1,16804000,3697000,9383000,3724000,15483000,8233000,5311000,1507
MARION COUNTY,Alabama,AL,3,11,1,40156000,5103000,21592000,13461000,32924000,17868000,12243000,3650
MIDFIELD CITY,Alabama,AL,3,11,1,11301000,2243000,6722000,2336000,16545000,5700000,3566000,1195
MOBILE COUNTY,Alabama,AL,3,11,1,587680000,110840000,318759000,158081000,581480000,299068000,191793000,62016
MONROE COUNTY,Alabama,AL,3,11,1,36123000,6215000,23371000,6537000,35411000,19252000,12849000,3963
MONTGOMERY COUNTY,Alabama,AL,3,11,1,293637000,58056000,162975000,72606000,285338000,155863000,97927000,31464
MORGAN COUNTY,Alabama,AL,3,11,1,80014000,9729000,39822000,30463000,75476000,41586000,28024000,7922
MOUNTAIN BROOK CITY,Alabama,AL,3,11,1,56629000,2181000,18789000,35659000,56183000,31684000,22111000,4493
MUSCLE SHOALS CITY,Alabama,AL,3,11,1,27220000,2379000,14713000,10128000,25323000,14080000,9372000,2840
ONEONTA CITY,Alabama,AL,3,11,1,12178000,1303000,7817000,3058000,12690000,6327000,4464000,1448
OPELIKA CITY,Alabama,AL,3,11,1,48088000,6719000,22696000,18673000,44443000,24085000,16251000,4210
OPP CITY,Alabama,AL,3,11,1,12779000,1713000,7675000,3391000,12239000,6432000,4333000,1385
OXFORD CITY,Alabama,AL,3,11,1,41459000,4475000,20649000,16335000,42035000,20566000,14363000,4084
OZARK CITY,Alabama,AL,3,11,1,25596000,4402000,15337000,5857000,24503000,12694000,8123000,2392
PELL CITY,Alabama,AL,3,11,1,37779000,4886000,22395000,10498000,40930000,19454000,13389000,4180
PERRY COUNTY,Alabama,AL,3,11,1,20257000,4939000,12871000,2447000,20243000,10413000,6536000,1833
PHENIX CITY,Alabama,AL,3,11,1,61584000,10738000,34557000,16289000,63039000,31328000,21130000,6484
PICKENS COUNTY,Alabama,AL,3,11,1,29980000,5181000,19279000,5520000,28476000,14924000,9927000,2905
PIEDMONT CITY,Alabama,AL,3,11,1,14248000,1708000,5870000,6670000,14819000,5270000,3505000,1135
PIKE COUNTY,Alabama,AL,3,11,1,23933000,5382000,13147000,5404000,23560000,12386000,7515000,2260
RANDOLPH COUNTY,Alabama,AL,3,11,1,20961000,3630000,12592000,4739000,22184000,11446000,7807000,2312
ROANOKE CITY,Alabama,AL,3,11,1,13197000,2069000,8098000,3030000,12998000,6945000,4892000,1596
RUSSELL COUNTY,Alabama,AL,3,11,1,33031000,5269000,20677000,7085000,32155000,16043000,10324000,3324
RUSSELLVILLE CITY,Alabama,AL,3,11,1,23208000,3790000,12968000,6450000,22326000,12392000,8657000,2417
SCOTTSBORO CITY,Alabama,AL,3,11,1,29005000,3174000,15987000,9844000,27993000,14707000,9615000,2609
SELMA CITY,Alabama,AL,3,11,1,38419000,8464000,23469000,6486000,44089000,19545000,13108000,4150
SHEFFIELD CITY,Alabama,AL,3,11,1,13340000,2626000,6704000,4010000,12517000,7085000,4722000,1113
SHELBY COUNTY,Alabama,AL,3,11,1,284384000,24531000,144678000,115175000,261378000,144038000,94111000,28063
ST CLAIR COUNTY,Alabama,AL,3,11,1,72532000,9010000,45756000,17766000,71444000,39164000,27527000,8573
SUMTER COUNTY,Alabama,AL,3,11,1,27094000,5278000,12935000,8881000,27572000,11836000,7262000,2053
SYLACAUGA CITY,Alabama,AL,3,11,1,38717000,3604000,13204000,21909000,23450000,12393000,8513000,2442
TALLADEGA CITY,Alabama,AL,3,11,1,24056000,4802000,14155000,5099000,25016000,12825000,8491000,2377
TALLADEGA COUNTY,Alabama,AL,3,11,1,76519000,11634000,41088000,23797000,73595000,38676000,22822000,7680
TALLAPOOSA COUNTY,Alabama,AL,3,11,1,28598000,4932000,14893000,8773000,31505000,15440000,10078000,2984
TALLASSEE CITY,Alabama,AL,3,11,1,17079000,2190000,10293000,4596000,15866000,8753000,6262000,1940
TARRANT CITY,Alabama,AL,3,11,1,13202000,2655000,7336000,3211000,13841000,6805000,3903000,1299
THOMASVILLE CITY,Alabama,AL,3,11,1,15266000,2347000,8830000,4089000,14664000,7235000,4849000,1523
TROY CITY,Alabama,AL,3,11,1,21687000,2964000,10954000,7769000,22379000,11190000,7945000,2109
TUSCALOOSA CITY,Alabama,AL,3,11,1,131630000,18990000,50407000,62233000,103745000,54410000,34863000,10348
TUSCALOOSA COUNTY,Alabama,AL,3,11,1,170564000,21034000,94758000,54772000,153777000,81266000,54018000,17785
TUSCUMBIA CITY,Alabama,AL,3,11,1,15493000,1938000,8506000,5049000,14458000,7927000,5260000,1582
VESTAVIA HILLS CITY,Alabama,AL,3,11,1,70295000,3694000,27266000,39335000,66216000,38410000,26997000,6358
WALKER COUNTY,Alabama,AL,3,11,1,81873000,13241000,45893000,22739000,83744000,44187000,28408000,8312
WASHINGTON COUNTY,Alabama,AL,3,11,1,32206000,5070000,19084000,8052000,32826000,16752000,11361000,3418
WILCOX COUNTY,Alabama,AL,3,11,1,22560000,6532000,12117000,3911000,23488000,11126000,6457000,1991
WINFIELD CITY,Alabama,AL,3,11,1,12918000,1530000,7669000,3719000,11267000,6148000,4238000,1293
WINSTON COUNTY,Alabama,AL,3,11,1,27466000,4199000,16341000,6926000,26475000,14759000,8841000,2683
LOWER KUSKOKWIM SCHOOL DISTRICT,Alaska,AK,3,11,1,135510000,41593000,91499000,2418000,139819000,46289000,28506000,4170
LOWER YUKON SCHOOL DISTRICT,Alaska,AK,3,11,1,75808000,27474000,47072000,1262000,77898000,20149000,12447000,1980
YUPIIT SCHOOL DISTRICT,Alaska,AK,3,11,1,16290000,8323000,7534000,433000,16537000,6257000,4305000,453
KASHUNAMIUT SCHOOL DISTRICT,Alaska,AK,3,11,1,9317000,4683000,3918000,716000,9285000,3652000,2038000,306
MOUNT EDGECUMBE HIGH SCHOOL AGENCY,Alaska,AK,2,11,1,-2,-2,-2,-2,-2,-2,-2,400
ALEUTIANS EAST BOROUGH SCHOOL DISTRICT,Alaska,AK,3,11,1,9071000,1789000,5511000,1771000,10018000,3490000,2333000,275
ALEUTIAN REGION SCHOOL DISTRICT,Alaska,AK,3,11,1,1486000,169000,1291000,26000,1623000,515000,332000,30
BERING STRAIT SCHOOL DISTRICT,Alaska,AK,3,11,1,64691000,25207000,36372000,3112000,64343000,25353000,18684000,1868
BRISTOL BAY BOROUGH SCHOOL DISTRICT,Alaska,AK,3,11,1,4530000,784000,2320000,1426000,4939000,1725000,1133000,178
ALASKA GATEWAY SCHOOL DISTRICT,Alaska,AK,3,11,1,13270000,2614000,10553000,103000,13869000,4211000,2843000,417
CORDOVA CITY SCHOOL DISTRICT,Alaska,AK,3,11,1,8448000,852000,4423000,3173000,9295000,3161000,2077000,346
COPPER RIVER SCHOOL DISTRICT,Alaska,AK,3,11,1,10888000,1528000,9275000,85000,11060000,4041000,2468000,479
CRAIG CITY SCHOOL DISTRICT,Alaska,AK,3,11,1,9209000,2732000,5503000,974000,8858000,3868000,1947000,640
DELTA/GREELY SCHOOL DISTRICT,Alaska,AK,3,11,1,16618000,2376000,14023000,219000,16746000,6180000,4055000,969
DILLINGHAM CITY SCHOOL DISTRICT,Alaska,AK,3,11,1,11604000,2291000,7320000,1993000,12176000,4908000,3140000,490
GALENA CITY SCHOOL DISTRICT,Alaska,AK,3,11,1,33100000,2254000,27803000,3043000,32618000,9247000,4190000,4058
KETCHIKAN GATEWAY BOROUGH SCHOOL DISTRICT,Alaska,AK,3,11,1,38610000,3489000,23376000,11745000,40286000,18700000,12935000,2247
ANCHORAGE SCHOOL DISTRICT,Alaska,AK,3,11,1,732488000,114561000,407204000,210723000,768723000,366087000,229188000,49206
JUNEAU BOROUGH SCHOOL DISTRICT,Alaska,AK,3,11,1,85265000,7044000,49519000,28702000,95796000,43783000,28591000,5094
SITKA SCHOOL DISTRICT,Alaska,AK,3,11,1,24353000,3551000,14190000,6612000,25908000,11706000,8395000,1388
HAINES BOROUGH SCHOOL DISTRICT,Alaska,AK,3,11,1,6687000,699000,3910000,2078000,7218000,2825000,2038000,310
HOONAH CITY SCHOOL DISTRICT,Alaska,AK,3,11,1,4580000,1152000,2828000,600000,5101000,1715000,1019000,124
HYDABURG CITY SCHOOL DISTRICT,Alaska,AK,3,11,1,2450000,691000,1474000,285000,3108000,729000,600000,62
KAKE CITY SCHOOL DISTRICT,Alaska,AK,3,11,1,2984000,770000,1823000,391000,3365000,1102000,796000,86
KENAI PENINSULA BOROUGH SCHOOL DISTRICT,Alaska,AK,3,11,1,149004000,14835000,89545000,44624000,148159000,68361000,48578000,9327
KLAWOCK CITY SCHOOL DISTRICT,Alaska,AK,3,11,1,5782000,1470000,3825000,487000,5336000,1929000,1358000,137
KODIAK ISLAND BOROUGH SCHOOL DISTRICT,Alaska,AK,3,11,1,47779000,6257000,30861000,10661000,52140000,23326000,14670000,2565
LAKE AND PENINSULA BOROUGH SCHOOL DISTRICT,Alaska,AK,3,11,1,16322000,4849000,9871000,1602000,17257000,5984000,3201000,378
MATANUSKA-SUSITNA BOROUGH SCHOOL DISTRICT,Alaska,AK,3,11,1,250574000,29859000,169244000,51471000,264876000,120433000,78108000,17079
IDITAROD AREA SCHOOL DISTRICT,Alaska,AK,3,11,1,7632000,1867000,5612000,153000,7781000,2706000,1619000,330
ANNETTE ISLAND SCHOOL DISTRICT,Alaska,AK,3,11,1,11350000,5593000,5648000,109000,10850000,3107000,2141000,279
NENANA CITY SCHOOL DISTRICT,Alaska,AK,3,11,1,8951000,844000,7912000,195000,9024000,3322000,1802000,1151
NOME PUBLIC SCHOOLS,Alaska,AK,3,11,1,14466000,1593000,9536000,3337000,14863000,6175000,3472000,688
FAIRBANKS NORTH STAR BOROUGH SCHOOL DISTRICT,Alaska,AK,3,11,1,231312000,34351000,146715000,50246000,237643000,114473000,71541000,14285
NORTH SLOPE BOROUGH SCHOOL DISTRICT,Alaska,AK,3,11,1,72502000,9916000,20415000,42171000,67562000,30179000,15355000,1879
NORTHWEST ARCTIC BOROUGH SCHOOL DISTRICT,Alaska,AK,3,11,1,62797000,16614000,36505000,9678000,61278000,22634000,13036000,1930
PELICAN CITY SCHOOL DISTRICT,Alaska,AK,3,11,1,626000,78000,466000,82000,719000,223000,127000,12
PETERSBURG CITY SCHOOL DISTRICT,Alaska,AK,3,11,1,9267000,733000,6613000,1921000,9374000,4326000,2783000,490
PRIBILOF SCHOOL DISTRICT,Alaska,AK,3,11,1,4149000,2062000,1663000,424000,4381000,1082000,618000,88
SAINT MARY'S SCHOOL DISTRICT,Alaska,AK,3,11,1,7270000,1160000,5943000,167000,7288000,1654000,1121000,185
SKAGWAY CITY SCHOOL DISTRICT,Alaska,AK,3,11,1,2382000,50000,784000,1548000,3231000,1034000,609000,96
SOUTHEAST ISLAND SCHOOL DISTRICT,Alaska,AK,3,11,1,6924000,1560000,5237000,127000,7074000,2380000,1538000,162
SOUTHWEST REGION SCHOOL DISTRICT,Alaska,AK,3,11,1,20046000,8244000,10985000,817000,19058000,7689000,4133000,634
TANANA CITY SCHOOL DISTRICT,Alaska,AK,3,11,1,1425000,357000,1034000,34000,1363000,478000,290000,42
UNALASKA CITY SCHOOL DISTRICT,Alaska,AK,3,11,1,9473000,406000,4729000,4338000,9804000,3742000,2454000,409
CHATHAM SCHOOL DISTRICT,Alaska,AK,3,11,1,5340000,1718000,3544000,78000,5279000,1750000,1176000,158
KUSPUK SCHOOL DISTRICT,Alaska,AK,3,11,1,22423000,4673000,17557000,193000,23115000,5055000,3141000,366
DENALI BOROUGH SCHOOL DISTRICT,Alaska,AK,3,11,1,8400000,277000,6316000,1807000,7749000,3008000,2035000,768
YUKON FLATS SCHOOL DISTRICT,Alaska,AK,3,11,1,11544000,3266000,8125000,153000,12549000,4522000,2867000,264
VALDEZ CITY SCHOOL DISTRICT,Alaska,AK,3,11,1,16206000,638000,6163000,9405000,16145000,7404000,4657000,688
CHUGACH SCHOOL DISTRICT,Alaska,AK,3,11,1,6867000,2946000,3052000,869000,7022000,2203000,1565000,286
WRANGELL PUBLIC SCHOOL DISTRICT,Alaska,AK,3,11,1,6706000,824000,4340000,1542000,6779000,3087000,2132000,346
YAKUTAT SCHOOL DISTRICT,Alaska,AK,3,11,1,3244000,465000,1868000,911000,3230000,1323000,913000,119
YUKON/KOYUKUK SCHOOL DISTRICT,Alaska,AK,3,11,1,19808000,6021000,13314000,473000,20398000,6559000,4290000,1387
CAVE CREEK UNIFIED DISTRICT,Arizona,AZ,3,11,1,47102000,3542000,8999000,34561000,47862000,27129000,16845000,5818
CHINO VALLEY UNIFIED DISTRICT,Arizona,AZ,3,11,1,17706000,3491000,5292000,8923000,17776000,10111000,5763000,2419
CLARKDALE-JEROME ELEMENTARY DISTRICT,Arizona,AZ,1,11,1,3372000,506000,1124000,1742000,3352000,2029000,1299000,434
SALOME CONSOLIDATED ELEMENTARY DISTRICT,Arizona,AZ,1,11,1,1281000,300000,191000,790000,1422000,761000,447000,107
CENTER FOR ACADEMIC SUCCESS  INC.,Arizona,AZ,3,11,1,8384000,2455000,5809000,120000,7184000,3948000,3014000,982
PINE FOREST EDUCATION ASSOCIATION  INC.,Arizona,AZ,1,11,1,2006000,30000,1719000,257000,2298000,1515000,1300000,246
FLAGSTAFF ARTS AND LEADERSHIP ACADEMY,Arizona,AZ,2,11,1,2500000,0,2342000,158000,2511000,1451000,1142000,301
MONTESSORI CHARTER SCHOOL OF FLAGSTAFF  INC.,Arizona,AZ,1,11,1,1813000,0,1737000,76000,1971000,1327000,1327000,281
COLORADO CITY UNIFIED DISTRICT,Arizona,AZ,3,11,1,5604000,1920000,1998000,1686000,3610000,1992000,1304000,384
VERNON ELEMENTARY DISTRICT,Arizona,AZ,1,11,1,2489000,449000,1107000,933000,2327000,964000,564000,170
