NAME,STNAME,STABBR,SCHLEV,YEAR,CCDNF,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,Z32,Z33
BRANTLEY CO SCH DIST,GEORGIA,GA,3,97,1,14134000,1242000,10234000,2658000,14179000,8996000,6293000
BREMEN IND SCH DIST,GEORGIA,GA,3,97,1,6988000,455000,5146000,1387000,6970000,4457000,3216000
BROOKS CO SCH DIST,GEORGIA,GA,3,97,1,15088000,2226000,9895000,2967000,14690000,8564000,5749000
BRYAN CO SCH DIST,GEORGIA,GA,3,97,1,24791000,1621000,16331000,6839000,24028000,15220000,10518000
BUFORD IND SCH DIST,GEORGIA,GA,3,97,1,11293000,734000,5720000,4839000,10953000,7074000,4933000
BULLOCH CO SCH DIST,GEORGIA,GA,3,97,1,52165000,3719000,32210000,16236000,51487000,27765000,19675000
BURKE CO SCH DIST,GEORGIA,GA,3,97,1,29030000,3157000,7326000,18547000,26756000,16097000,11002000
BUTTS CO SCH DIST,GEORGIA,GA,3,97,1,16167000,1273000,10068000,4826000,16070000,9470000,6338000
CALHOUN IND SCH DIST,GEORGIA,GA,3,97,1,13140000,849000,6387000,5904000,12752000,7689000,5063000
CALHOUN CO SCH DIST,GEORGIA,GA,3,97,1,6687000,773000,4821000,1093000,6819000,3874000,2500000
CAMDEN CO SCH DIST,GEORGIA,GA,3,97,1,47013000,3934000,32151000,10928000,45046000,27706000,18320000
CANDLER CO SCH DIST,GEORGIA,GA,3,97,1,9808000,1028000,6985000,1795000,9238000,5687000,4203000
CARROLL CO SCH DIST,GEORGIA,GA,3,97,1,68827000,4666000,46134000,18027000,68282000,40792000,28420000
CARROLLTON IND SCH DIST,GEORGIA,GA,3,97,1,21733000,1169000,12739000,7825000,20582000,12305000,8415000
CARTERSVILLE IND SCH DIST,GEORGIA,GA,3,97,1,18004000,1145000,8413000,8446000,18395000,11260000,7771000
CATOOSA CO SCH DIST,GEORGIA,GA,3,97,1,43414000,2252000,28962000,12200000,42332000,26942000,18471000
CHARLTON CO SCH DIST,GEORGIA,GA,3,97,1,10252000,945000,6823000,2484000,10250000,6207000,4097000
CHATHAM CNTY SCHOOL DIST,GEORGIA,GA,3,97,1,250276000,17093000,123556000,109627000,256500000,136515000,90859000
CHATTAHOOCHEE CO SCH DIST,GEORGIA,GA,1,97,1,3213000,525000,2217000,471000,2971000,1880000,1341000
CHATTOOGA CO SCH DIST,GEORGIA,GA,3,97,1,16864000,1325000,11053000,4486000,16537000,10719000,7462000
CHEROKEE CO SCH DIST,GEORGIA,GA,3,97,1,134855000,3724000,76144000,54987000,142648000,74944000,51347000
CHICKAMAUGA IND SCH DIST,GEORGIA,GA,3,97,1,5510000,187000,4512000,811000,5653000,3429000,2341000
CLARKE CO SCH DIST,GEORGIA,GA,3,97,1,78467000,6511000,36439000,35517000,73997000,45779000,30316000
CLAY CO SCH DIST,GEORGIA,GA,1,97,1,2973000,443000,1824000,706000,3040000,1623000,1154000
CLAYTON CO SCH DIST,GEORGIA,GA,3,97,1,231656000,14687000,125372000,91597000,235379000,153908000,103190000
CLINCH CO SCH DIST,GEORGIA,GA,3,97,1,9646000,1136000,5622000,2888000,9065000,5262000,3664000
COBB CO SCH DISTRICT,GEORGIA,GA,3,97,1,530730000,13321000,256653000,260756000,595035000,304647000,221548000
COFFEE CO SCH DIST,GEORGIA,GA,3,97,1,39916000,3852000,26254000,9810000,40334000,24499000,16957000
COLQUITT CO SCH DIST,GEORGIA,GA,3,97,1,46503000,4413000,32778000,9312000,46501000,28670000,20334000
COLUMBIA CO SCH DIST,GEORGIA,GA,3,97,1,89874000,3066000,53336000,33472000,92320000,54412000,38685000
COMMERCE IND SCH DIST,GEORGIA,GA,3,97,1,6452000,360000,4361000,1731000,6488000,3836000,2544000
COOK CO SCH DIST,GEORGIA,GA,3,97,1,15879000,1669000,10687000,3523000,16028000,9902000,6793000
COWETA CO SCH DIST,GEORGIA,GA,3,97,1,83597000,4019000,44633000,34945000,78141000,46633000,33656000
CRAWFORD CO SCH DIST,GEORGIA,GA,3,97,1,10338000,752000,7016000,2570000,10095000,6014000,4060000
CRISP CO SCH DIST,GEORGIA,GA,3,97,1,27400000,3335000,18080000,5985000,26683000,16799000,11544000
DADE CO SCH DIST,GEORGIA,GA,3,97,1,13103000,903000,9170000,3030000,12825000,8045000,5700000
DALTON IND SCH DIST,GEORGIA,GA,3,97,1,36171000,2466000,15055000,18650000,35975000,21099000,13960000
DAWSON CO SCH DIST,GEORGIA,GA,3,97,1,17987000,688000,10351000,6948000,19392000,8223000,5521000
DECATUR IND SCH DIST,GEORGIA,GA,3,97,1,21814000,1630000,9791000,10393000,19542000,12158000,8046000
DECATUR CO SCH DIST,GEORGIA,GA,3,97,1,30371000,3254000,20672000,6445000,30665000,19147000,13509000
DEKALB CO SCH DIST,GEORGIA,GA,3,97,1,562030000,27227000,245316000,289487000,569035000,365479000,260532000
DODGE CO SCH DIST,GEORGIA,GA,3,97,1,18329000,1795000,13623000,2911000,18236000,11632000,8414000
DOOLY CO SCH DIST,GEORGIA,GA,3,97,1,11805000,1625000,7039000,3141000,11327000,6975000,4854000
DOUGHERTY CO SCH DIST,GEORGIA,GA,3,97,1,111723000,13721000,67578000,30424000,109963000,69937000,45028000
DOUGLAS CO SCH DIST,GEORGIA,GA,3,97,1,95054000,3743000,55440000,35871000,98527000,54389000,37473000
DUBLIN IND SCH DIST,GEORGIA,GA,3,97,1,21612000,2296000,13201000,6115000,21154000,13377000,9497000
LAURENS CO SCH DIST,GEORGIA,GA,3,97,1,29927000,2449000,20064000,7414000,32127000,17978000,12899000
EARLY CO SCH DIST,GEORGIA,GA,3,97,1,15392000,1684000,9893000,3815000,16690000,9187000,6610000
ECHOLS CO SCH DIST,GEORGIA,GA,3,97,1,3921000,329000,2591000,1001000,3842000,2303000,1542000
EFFINGHAM CO SCH DIST,GEORGIA,GA,3,97,1,39320000,2209000,25692000,11419000,41943000,22342000,15383000
ELBERT CO SCH DIST,GEORGIA,GA,3,97,1,20825000,1993000,13729000,5103000,20539000,13240000,9188000
EMANUEL CO SCH DIST,GEORGIA,GA,3,97,1,30769000,3530000,23161000,4078000,34509000,16254000,11412000
EVANS CO SCH DIST,GEORGIA,GA,3,97,1,9616000,1040000,7063000,1513000,9638000,5932000,4171000
FANNIN CO SCH DIST,GEORGIA,GA,3,97,1,16935000,2039000,10489000,4407000,17427000,10256000,6958000
FAYETTE CO SCH DIST,GEORGIA,GA,3,97,1,113104000,1862000,56471000,54771000,124131000,62807000,45104000
FLOYD CO SCH DIST,GEORGIA,GA,3,97,1,58067000,2319000,32646000,23102000,56981000,34697000,23533000
FORSYTH CO SCH DIST,GEORGIA,GA,3,97,1,86230000,1876000,39615000,44739000,106586000,38282000,26120000
FRANKLIN CO SCH DIST,GEORGIA,GA,3,97,1,17881000,1238000,11601000,5042000,17356000,11245000,8290000
FULTON CO SCHOOL DIST,GEORGIA,GA,3,97,1,456275000,15041000,158692000,282542000,452783000,242826000,158063000
GAINESVILLE IND SCH DIST,GEORGIA,GA,3,97,1,24012000,1509000,9866000,12637000,23591000,14735000,10486000
GILMER CO SCH DIST,GEORGIA,GA,3,97,1,18908000,1452000,11161000,6295000,17261000,10619000,7248000
GLASCOCK CO SCH DIST,GEORGIA,GA,3,97,1,2881000,211000,1771000,899000,2493000,1495000,1037000
GLYNN CO SCH DIST,GEORGIA,GA,3,97,1,75871000,4911000,37828000,33132000,85000000,45797000,31444000
GORDON CO SCH DIST,GEORGIA,GA,3,97,1,29603000,1792000,19428000,8383000,28937000,17975000,12181000
GRADY CO SCH DIST,GEORGIA,GA,3,97,1,25320000,2765000,17676000,4879000,27291000,15934000,11053000
GREENE CO SCH DIST,GEORGIA,GA,3,97,1,15036000,1750000,8450000,4836000,14323000,8863000,5885000
GRIFFIN SPALDING SCHOOL DISTRICT,GEORGIA,GA,3,97,1,59933000,4187000,38808000,16938000,58966000,37163000,25400000
GWINNETT CO SCH DIST,GEORGIA,GA,3,97,1,574769000,12771000,297323000,264675000,638073000,337451000,239805000
HABERSHAM CO SCH DIST,GEORGIA,GA,3,97,1,31737000,1489000,18354000,11894000,30594000,18950000,13117000
HALL CO SCH DIST,GEORGIA,GA,3,97,1,96989000,5886000,57239000,33864000,106091000,57153000,40471000
HANCOCK CO SCH DIST,GEORGIA,GA,3,97,1,11534000,2566000,6068000,2900000,10348000,6621000,4270000
HARALSON CO SCH DIST,GEORGIA,GA,3,97,1,18063000,1203000,12535000,4325000,19639000,10685000,7714000
HARRIS CO SCH DIST,GEORGIA,GA,3,97,1,28305000,1295000,17474000,9536000,27443000,11851000,8268000
HART CO SCH DIST,GEORGIA,GA,3,97,1,18651000,1280000,11472000,5899000,18680000,12051000,8747000
HEARD CO SCH DIST,GEORGIA,GA,3,97,1,10629000,922000,6120000,3587000,11109000,6797000,4691000
HENRY CO SCH DIST,GEORGIA,GA,3,97,1,94003000,2975000,48581000,42447000,103093000,55665000,39095000
HOUSTON CO SCH DIST,GEORGIA,GA,3,97,1,112349000,6645000,67120000,38584000,109684000,69878000,48659000
IRWIN CO SCH DIST,GEORGIA,GA,3,97,1,11166000,1130000,7438000,2598000,10749000,7091000,4960000
JACKSON CO SCH DIST,GEORGIA,GA,3,97,1,28388000,1736000,16826000,9826000,31572000,15364000,10388000
JASPER CO SCH DIST,GEORGIA,GA,3,97,1,11104000,1485000,6099000,3520000,10549000,6318000,4212000
JEFF DAVIS CO SCH DIST,GEORGIA,GA,3,97,1,15838000,1046000,11774000,3018000,15674000,8789000,6246000
JEFFERSON IND SCH DIST,GEORGIA,GA,3,97,1,6954000,306000,5269000,1379000,8314000,3665000,2605000
JEFFERSON CO SCH DIST,GEORGIA,GA,3,97,1,19856000,2785000,13389000,3682000,19511000,12120000,8157000
JENKINS CO SCH DIST,GEORGIA,GA,3,97,1,9116000,1202000,6472000,1442000,8760000,5672000,4105000
JOHNSON CO SCH DIST,GEORGIA,GA,3,97,1,8653000,1175000,5795000,1683000,9014000,5232000,3563000
JONES CO SCH DIST,GEORGIA,GA,3,97,1,21477000,1428000,14722000,5327000,22832000,11692000,8366000
LAMAR CO SCH DIST,GEORGIA,GA,3,97,1,14381000,1133000,8478000,4770000,14701000,7989000,5444000
LANIER CO SCH DIST,GEORGIA,GA,3,97,1,7431000,907000,5272000,1252000,7624000,4575000,3032000
LEE CO SCH DIST,GEORGIA,GA,3,97,1,24280000,1331000,17349000,5600000,26645000,14777000,10331000
LIBERTY CO SCH DIST,GEORGIA,GA,3,97,1,51544000,5753000,35237000,10554000,51533000,32479000,22890000
LINCOLN CO SCH DIST,GEORGIA,GA,3,97,1,8632000,932000,5734000,1966000,8631000,5428000,3677000
LONG CO SCH DIST,GEORGIA,GA,3,97,1,8335000,852000,5688000,1795000,7719000,4326000,3111000
LOWNDES CO SCH DIST,GEORGIA,GA,3,97,1,45188000,3043000,31650000,10495000,44292000,28102000,19708000
LUMPKIN CO SCH DIST,GEORGIA,GA,3,97,1,16980000,1018000,9098000,6864000,16193000,9606000,6921000
MACON CO SCH DIST,GEORGIA,GA,3,97,1,15193000,1703000,8982000,4508000,17745000,8228000,5451000
MADISON CO SCH DIST,GEORGIA,GA,3,97,1,20718000,1680000,14312000,4726000,20768000,13344000,9675000
MARIETTA IND SCH DIST,GEORGIA,GA,3,97,1,44260000,2320000,16029000,25911000,43171000,27384000,19204000
MARION CO SCH DIST,GEORGIA,GA,3,97,1,10688000,940000,6596000,3152000,11269000,5581000,3839000
MCDUFFIE CO SCH DIST,GEORGIA,GA,3,97,1,22476000,2008000,15407000,5061000,22016000,14601000,10101000
MCINTOSH CO SCH DIST,GEORGIA,GA,3,97,1,9950000,968000,6324000,2658000,10435000,5826000,3901000
MERIWETHER CO SCH DIST,GEORGIA,GA,3,97,1,25223000,2736000,16253000,6234000,24724000,15444000,10595000
MILLER CO SCH DIST,GEORGIA,GA,3,97,1,7469000,677000,5027000,1765000,7431000,4545000,3218000
MITCHELL CO SCH DIST,GEORGIA,GA,3,97,1,20063000,2287000,13272000,4504000,21279000,10464000,7162000
MONROE CO SCH DIST,GEORGIA,GA,3,97,1,21549000,1225000,8958000,11366000,20268000,12377000,8634000
MONTGOMERY CO SCH DIST,GEORGIA,GA,3,97,1,6496000,707000,4535000,1254000,6611000,3995000,2854000
MORGAN CO SCH DIST,GEORGIA,GA,3,97,1,16906000,1214000,9966000,5726000,17340000,10112000,6861000
MURRAY CO SCH DIST,GEORGIA,GA,3,97,1,32699000,2098000,22340000,8261000,34193000,19338000,14195000
MUSCOGEE CO SCH DIST,GEORGIA,GA,3,97,1,195377000,12702000,118730000,63945000,187133000,119622000,81664000
NEWTON CO SCH DIST,GEORGIA,GA,3,97,1,58760000,3831000,35188000,19741000,65881000,31916000,22726000
OCONEE CO SCH DIST,GEORGIA,GA,3,97,1,25429000,859000,15221000,9349000,30672000,15257000,10643000
OGLETHORPE CO SCH DIST,GEORGIA,GA,3,97,1,12814000,841000,9301000,2672000,12958000,6911000,4935000
PAULDING CO SCH DIST,GEORGIA,GA,3,97,1,67950000,2222000,43470000,22258000,73816000,36684000,25219000
PEACH CO SCH DIST,GEORGIA,GA,3,97,1,23472000,2261000,15304000,5907000,26363000,15088000,10629000
PELHAM IND SCH DIST,GEORGIA,GA,3,97,1,7830000,951000,6203000,676000,7337000,4876000,3684000
PICKENS CO SCH DIST,GEORGIA,GA,3,97,1,24229000,1339000,15913000,6977000,27987000,11961000,8347000
PIERCE CO SCH DIST,GEORGIA,GA,3,97,1,16750000,1387000,12090000,3273000,17879000,9461000,6582000
PIKE CO SCH DIST,GEORGIA,GA,3,97,1,11228000,656000,7743000,2829000,10630000,6583000,4432000
POLK CO SCH DIST,GEORGIA,GA,3,97,1,33477000,2558000,23937000,6982000,34141000,22624000,16533000
PULASKI CO SCH DIST,GEORGIA,GA,3,97,1,10419000,948000,7285000,2186000,10134000,6395000,4412000
PUTNAM CO SCH DIST,GEORGIA,GA,3,97,1,19505000,1895000,11370000,6240000,24675000,9207000,6606000
QUITMAN CO SCH DIST,GEORGIA,GA,1,97,1,3100000,375000,2021000,704000,3012000,1216000,811000
RABUN CO SCH DIST,GEORGIA,GA,3,97,1,11483000,705000,4679000,6099000,10689000,6696000,4510000
RANDOLPH CO SCH DIST,GEORGIA,GA,3,97,1,12694000,2532000,8203000,1959000,12740000,7513000,5086000
RICHMOND CO SCH DIST,GEORGIA,GA,3,97,1,203560000,20178000,116296000,67086000,210142000,124286000,83207000
ROCKDALE CO SCH DIST,GEORGIA,GA,3,97,1,80713000,2634000,40654000,37425000,87564000,45404000,31324000
ROME IND SCH DIST,GEORGIA,GA,3,97,1,28978000,2543000,16067000,10368000,28781000,18542000,12963000
SCHLEY CO SCHOOL DIST,GEORGIA,GA,1,97,1,4347000,332000,2017000,1998000,4622000,1773000,1189000
SCREVEN CO SCH DIST,GEORGIA,GA,3,97,1,17289000,1886000,11639000,3764000,18631000,10808000,7458000
SEMINOLE CO SCH DIST,GEORGIA,GA,3,97,1,10372000,1263000,7206000,1903000,11046000,6770000,4494000
SOCIAL CIRCLE IND SCH DIST,GEORGIA,GA,3,97,1,6576000,362000,4887000,1327000,6333000,4164000,2897000
STEPHENS CO SCH DIST,GEORGIA,GA,3,97,1,23779000,1605000,14566000,7608000,24016000,15016000,10545000
STEWART CO SCH DIST,GEORGIA,GA,3,97,1,5736000,749000,3684000,1303000,5890000,3671000,2299000
SUMTER CO SCH DIST,GEORGIA,GA,3,97,1,31391000,4082000,20000000,7309000,31091000,19027000,13196000
TALBOT CO SCH DIST,GEORGIA,GA,3,97,1,6044000,808000,3603000,1633000,5868000,3497000,2361000
TALIAFERRO CO SCH DIST,GEORGIA,GA,1,97,1,1515000,223000,656000,636000,1418000,722000,437000
TATTNALL CO SCH DIST,GEORGIA,GA,3,97,1,17618000,2015000,12490000,3113000,16694000,10694000,7622000
TAYLOR CO SCH DIST,GEORGIA,GA,3,97,1,9050000,1041000,6508000,1501000,9100000,5932000,4114000
TELFAIR CO SCH DIST,GEORGIA,GA,3,97,1,11578000,1283000,8041000,2254000,12052000,7614000,5308000
TERRELL CO SCH DIST,GEORGIA,GA,3,97,1,12369000,1805000,8241000,2323000,12277000,7671000,5612000
THOMAS CO SCH DIST,GEORGIA,GA,3,97,1,28620000,2808000,21380000,4432000,27917000,17447000,11942000
THOMASVILLE CITY SCHOOLS,GEORGIA,GA,3,97,1,20878000,2274000,12665000,5939000,20776000,13378000,9179000
TIFT CO SCH DIST,GEORGIA,GA,3,97,1,47227000,3492000,34335000,9400000,49881000,23713000,16546000
TOOMBS CO SCH DIST,GEORGIA,GA,3,97,1,13530000,1566000,9644000,2320000,13843000,8349000,5978000
TOWNS CO SCH DIST,GEORGIA,GA,3,97,1,5707000,525000,3152000,2030000,5704000,2980000,2234000
TREUTLEN CO SCH DIST,GEORGIA,GA,3,97,1,6790000,769000,5159000,862000,6487000,4251000,2924000
TRION IND SCH DIST,GEORGIA,GA,3,97,1,6678000,392000,5027000,1259000,6980000,3574000,2655000
TURNER CO SCH DIST,GEORGIA,GA,3,97,1,12185000,1534000,8456000,2195000,11843000,7512000,5589000
TWIGGS CO SCH DIST,GEORGIA,GA,3,97,1,11981000,1368000,7010000,3603000,11246000,6496000,3934000
UNION CO SCH DIST,GEORGIA,GA,3,97,1,13393000,1176000,8817000,3400000,13142000,8397000,5950000
THOMASTON-UPSON CO SCH DIST,GEORGIA,GA,3,97,1,25974000,2236000,16892000,6846000,25069000,15696000,11258000
VALDOSTA IND SCH DIST,GEORGIA,GA,3,97,1,35815000,4045000,22643000,9127000,36085000,23164000,16284000
VIDALIA IND SCH DIST,GEORGIA,GA,3,97,1,13532000,1132000,8803000,3597000,15709000,8197000,5799000
WALKER CO SCH DIST,GEORGIA,GA,3,97,1,53099000,3243000,35741000,14115000,52118000,28821000,19883000
WALTON CO SCH DIST,GEORGIA,GA,3,97,1,43848000,2712000,25181000,15955000,47947000,25537000,18695000
WARE CO SCH DIST,GEORGIA,GA,3,97,1,38375000,3559000,25724000,9092000,38537000,23910000,17018000
WARREN CO SCH DIST,GEORGIA,GA,3,97,1,6676000,902000,4032000,1742000,6147000,3613000,2330000
WASHINGTON CO SCH DIST,GEORGIA,GA,3,97,1,22372000,2190000,12369000,7813000,28389000,12918000,8491000
WAYNE CO SCH DIST,GEORGIA,GA,3,97,1,26600000,2281000,16954000,7365000,25717000,15763000,11133000
WEBSTER CO SCH DIST,GEORGIA,GA,1,97,1,2383000,268000,1564000,551000,2366000,1334000,811000
WHEELER CO SCH DIST,GEORGIA,GA,3,97,1,5826000,712000,4313000,801000,5948000,3769000,2498000
WHITE COUNTY SCHOOL DISTRICT,GEORGIA,GA,3,97,1,17637000,1079000,9562000,6996000,19090000,9619000,6957000
WHITFIELD CO SCH DIST,GEORGIA,GA,3,97,1,59997000,2750000,37648000,19599000,60770000,37720000,25980000
WILCOX CO SCH DIST,GEORGIA,GA,3,97,1,9046000,1001000,6634000,1411000,10273000,4877000,3483000
WILKES CO SCH DIST,GEORGIA,GA,3,97,1,11555000,1296000,7309000,2950000,11642000,7358000,5083000
WILKINSON CO SCH DIST,GEORGIA,GA,3,97,1,11604000,933000,6800000,3871000,11908000,7482000,5080000
WORTH CO SCH DIST,GEORGIA,GA,3,97,1,24104000,3028000,16811000,4265000,25136000,14983000,10012000
HAWAII PUBLIC SCHOOLS,HAWAII,HI,3,97,1,1213792000,95795000,1088410000,29587000,1241375000,677952000,459261000
ABERDEEN SCH DIST 58,IDAHO,ID,3,97,1,4649000,427000,3141000,1081000,4765000,2751000,1984000
AMERICAN FALLS SCH 381,IDAHO,ID,3,97,1,8963000,830000,4810000,3323000,9376000,5320000,3898000
ARBON SCH DIST 383,IDAHO,ID,1,97,1,186000,0,89000,97000,167000,76000,54000
AVERY SCH DIST 394,IDAHO,ID,1,97,1,539000,22000,117000,400000,591000,228000,144000
BASIN SCH DIST 72,IDAHO,ID,1,97,1,2806000,306000,1689000,811000,2828000,1423000,853000
BEAR LAKE SCH DIST 33,IDAHO,ID,3,97,1,8318000,439000,6317000,1562000,7573000,4457000,2821000
BLACKFOOT SCH DIST 55,IDAHO,ID,3,97,1,21340000,2146000,15624000,3570000,23177000,11623000,8392000
BLAINE COUNTY SCH DISTRICT 61,IDAHO,ID,3,97,1,19892000,458000,5427000,14007000,22657000,11168000,8217000
BLISS SCH DIST 234,IDAHO,ID,3,97,1,1292000,105000,994000,193000,1223000,715000,507000
BOISE CITY IND SCH DISTRICT 1,IDAHO,ID,3,97,1,150717000,6419000,66801000,77497000,166283000,87047000,61105000
BONNER COUNTY SCH DISTRICT 82,IDAHO,ID,3,97,1,23773000,1994000,13785000,7994000,27520000,16271000,10748000
BOUNDARY CO SCH DIST 101,IDAHO,ID,3,97,1,8446000,763000,5197000,2486000,8609000,4964000,3362000
BRUNEAU GRAND SCH DISTRICT 365,IDAHO,ID,3,97,1,3646000,326000,2341000,979000,3654000,1718000,1144000
BUHL JT SCH DIST 412,IDAHO,ID,3,97,1,6875000,668000,4807000,1400000,6860000,3961000,2830000
BUTTE COUNTY JOINT SCHOOL DIST 11,IDAHO,ID,3,97,1,3626000,266000,2708000,652000,3677000,2117000,1404000
CALDWELL SCH DIST 132,IDAHO,ID,3,97,1,24814000,1759000,16422000,6633000,37389000,13300000,9902000
CAMAS CO SCH DIST 121,IDAHO,ID,3,97,1,1445000,62000,1041000,342000,1524000,817000,557000
CAMBRIDGE JT SCH DISTRICT 432,IDAHO,ID,3,97,1,1793000,147000,1343000,303000,1799000,1097000,723000
VALLIVUE SCH DIST 139,IDAHO,ID,3,97,1,16856000,1267000,9623000,5966000,19533000,8612000,5889000
CASCADE SCH DIST 422,IDAHO,ID,3,97,1,2811000,388000,1221000,1202000,2558000,1398000,984000
CASSIA CO JT SCHOOL DIST 151,IDAHO,ID,3,97,1,27526000,1681000,17403000,8442000,31104000,14754000,10068000
CASTLEFORD SCH DIST 417,IDAHO,ID,3,97,1,2143000,168000,1481000,494000,2032000,1056000,721000
CHALLIS JT SCH DIST 181,IDAHO,ID,3,97,1,3362000,192000,1950000,1220000,3936000,2267000,1477000
WHITEPINE SCHOOL DIST 286,IDAHO,ID,3,97,1,4768000,273000,2951000,1544000,4588000,2779000,1742000
CLARK CO SCH DIST 161,IDAHO,ID,3,97,1,1286000,111000,891000,284000,1406000,803000,583000
COEUR D ALENE SCH DISTRICT 271,IDAHO,ID,3,97,1,41276000,2552000,19598000,19126000,40738000,23978000,16964000
COTTONWOOD JT SCHOOL DIST 242,IDAHO,ID,3,97,1,2876000,325000,2115000,436000,3043000,1709000,1083000
PLUMMER WORLEY JT SCH DIST 44,IDAHO,ID,3,97,1,3921000,531000,2065000,1325000,4031000,2426000,1291000
COUNCIL SCH DIST 13,IDAHO,ID,3,97,1,2316000,243000,1728000,345000,2375000,1433000,1039000
CULDESAC CO SCH DIST 342,IDAHO,ID,3,97,1,1566000,153000,1238000,175000,1572000,910000,585000
DIETRICH SCH DIST 314,IDAHO,ID,3,97,1,1282000,101000,1053000,128000,1431000,734000,516000
BONNEVILLE SCH DIST 93,IDAHO,ID,3,97,1,33867000,1899000,25796000,6172000,34610000,19796000,13865000
PRESTON JT SCH DIST 201,IDAHO,ID,3,97,1,9290000,445000,7363000,1482000,12034000,5438000,3932000
EMMETT JT SCH DIST 221,IDAHO,ID,3,97,1,12954000,1149000,9276000,2529000,13049000,7692000,5533000
FILER SCH DIST 413,IDAHO,ID,3,97,1,6710000,453000,4604000,1653000,6675000,3372000,2424000
FIRTH SCH DIST 59,IDAHO,ID,3,97,1,6018000,339000,3773000,1906000,6052000,2856000,2128000
FREMONT CO SCH DIST 215,IDAHO,ID,3,97,1,12652000,1014000,8400000,3238000,18322000,7998000,5561000
FRUITLAND SCH DIST 373,IDAHO,ID,3,97,1,6515000,402000,4282000,1831000,6682000,3650000,2553000
GARDEN VALLEY SCH DISTRICT 71,IDAHO,ID,3,97,1,1997000,202000,1282000,513000,1984000,971000,685000
GENESEE JT SCH DIST 282,IDAHO,ID,3,97,1,1954000,65000,1258000,631000,2180000,1328000,914000
GLENNS FERRY SCH DIST 192,IDAHO,ID,3,97,1,3723000,447000,2374000,902000,3747000,2028000,1349000
GOODING SCH DIST 231,IDAHO,ID,3,97,1,6343000,457000,4534000,1352000,6547000,3404000,2600000
GRACE SCH DIST 148,IDAHO,ID,3,97,1,3587000,207000,2794000,586000,4326000,2124000,1535000
GRANGEVILLE SCH DIST 241,IDAHO,ID,3,97,1,10480000,1173000,7122000,2185000,11053000,6420000,4543000
HAGERMAN SCH DIST 233,IDAHO,ID,3,97,1,2102000,121000,1628000,353000,1979000,1073000,765000
HANSEN SCH DIST 415,IDAHO,ID,3,97,1,2457000,171000,1605000,681000,3664000,1195000,812000
HIGHLAND JT SCH DIST 305,IDAHO,ID,3,97,1,1988000,96000,1372000,520000,2096000,1139000,772000
HOMEDALE SCH DIST 370,IDAHO,ID,3,97,1,5721000,636000,4324000,761000,5471000,2730000,1918000
HORSESHOE BEND SCH DIST 73,IDAHO,ID,3,97,1,2145000,187000,1463000,495000,1983000,1134000,682000
IDAHO FALLS SCH DIST 91,IDAHO,ID,3,97,1,51833000,2507000,33982000,15344000,52976000,31850000,21627000
JEFFERSON CNTY JOINT SCHOOL DIST #251,IDAHO,ID,3,97,1,17737000,1250000,13583000,2904000,17346000,9794000,6771000
JEROME JT SCH DIST 261,IDAHO,ID,3,97,1,13345000,1064000,9665000,2616000,13336000,7546000,5497000
KAMIAH JT SCH DIST 304,IDAHO,ID,3,97,1,3820000,451000,2590000,779000,6044000,2178000,1499000
KELLOGG SCH DIST 391,IDAHO,ID,3,97,1,8752000,1102000,5313000,2337000,8757000,5145000,3364000
KENDRICK JT SCH DIST 283,IDAHO,ID,3,97,1,2441000,138000,1565000,738000,2373000,1364000,872000
KIMBERLY SCH DIST 414,IDAHO,ID,3,97,1,5781000,339000,4444000,998000,5730000,3308000,2125000
KOOTENAI SCH DIST 274,IDAHO,ID,3,97,1,2066000,121000,916000,1029000,1962000,1125000,682000
KUNA SCH DIST 3,IDAHO,ID,3,97,1,10628000,460000,8072000,2096000,10187000,6354000,4483000
LAKELAND SCH DIST 272,IDAHO,ID,3,97,1,14580000,341000,9631000,4608000,14578000,8790000,6356000
LAPWAI SCH DIST 341,IDAHO,ID,3,97,1,4223000,1411000,2290000,522000,4547000,2294000,1473000
LEWISTON IND SCH DIST 1,IDAHO,ID,3,97,1,28344000,1328000,11949000,15067000,30118000,18189000,12136000
MACKAY JT SCH DIST 182,IDAHO,ID,3,97,1,1776000,99000,1378000,299000,1713000,1029000,726000
MADISON SCH DIST 321,IDAHO,ID,3,97,1,19239000,1403000,14258000,3578000,18136000,10657000,7513000
MARSH VALLEY SCH DIST 21,IDAHO,ID,3,97,1,8051000,400000,5981000,1670000,8121000,4670000,3216000
MARSING IND SCH DIST 363,IDAHO,ID,3,97,1,3748000,473000,2756000,519000,3802000,2058000,1302000
MCCALL DONNELLEY SCH 421,IDAHO,ID,3,97,1,6712000,983000,2127000,3602000,7749000,3793000,2831000
MEADOWS VAL SCH DIST 11,IDAHO,ID,3,97,1,1580000,140000,1036000,404000,1570000,866000,634000
MELBA JOINT SCH DIST 136,IDAHO,ID,3,97,1,3601000,244000,2657000,700000,3502000,2057000,1409000
MERIDIAN SCH DIST 2,IDAHO,ID,3,97,1,88646000,3084000,57317000,28245000,105751000,50095000,34497000
MIDDLETON SCH DIST 134,IDAHO,ID,3,97,1,9441000,664000,6604000,2173000,12739000,5044000,3707000
MIDVALE SCH DIST 433,IDAHO,ID,3,97,1,1109000,42000,842000,225000,1108000,645000,469000
