NAME,STNAME,STABBR,SCHLEV,YEAR,CCDNF,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,Z32,Z33,V33
WILMER HALL,Alabama,AL,N,13,1,-2,-2,-2,-2,-2,-2,-2,-2
THREE SPRINGS PAINT ROCK VALLEY,Alabama,AL,N,13,1,-2,-2,-2,-2,-2,-2,-2,-2
ANDALUSIA CITY,Alabama,AL,3,13,1,15871000,2009000,9222000,4640000,15822000,8004000,5606000,1756
ANNISTON CITY,Alabama,AL,3,13,1,22822000,4324000,11321000,7177000,24274000,11966000,7778000,2051
ARAB CITY,Alabama,AL,3,13,1,22299000,1517000,13716000,7066000,21799000,12521000,8950000,2543
ATHENS CITY,Alabama,AL,3,13,1,36800000,2585000,16479000,17736000,36172000,18365000,12800000,3205
COMPASS ACADEMY,Alabama,AL,N,13,1,-2,-2,-2,-2,-2,-2,-2,-2
ETOWAH ACADEMY,Alabama,AL,N,13,1,-2,-2,-2,-2,-2,-2,-2,-2
POINTE ACADEMY,Alabama,AL,N,13,1,-2,-2,-2,-2,-2,-2,-2,-2
ALABAMA CORRECTIONAL FACILITIES,Alabama,AL,N,13,1,-2,-2,-2,-2,-2,-2,-2,-2
HIGDON HILL SCHOOL,Alabama,AL,N,13,1,-2,-2,-2,-2,-2,-2,-2,-2
THE BRIDGE II,Alabama,AL,N,13,1,-2,-2,-2,-2,-2,-2,-2,-2
ATTALLA CITY,Alabama,AL,3,13,1,15170000,1954000,10367000,2849000,14402000,8327000,5455000,1776
COMPASS SCHOOL,Alabama,AL,N,13,1,-2,-2,-2,-2,-2,-2,-2,-2
ALABAMA CLINICAL SCHOOL,Alabama,AL,N,13,1,-2,-2,-2,-2,-2,-2,-2,-2
EXCEL INSTITUTE,Alabama,AL,N,13,1,-2,-2,-2,-2,-2,-2,-2,-2
SARALAND CITY,Alabama,AL,3,13,1,22641000,1824000,11146000,9671000,33787000,9971000,6691000,2526
FATHER PURCELL CENTER,Alabama,AL,N,13,1,-2,-2,-2,-2,-2,-2,-2,-2
FATHER WALTERS CTR,Alabama,AL,N,13,1,-2,-2,-2,-2,-2,-2,-2,-2
CHICKASAW CITY,Alabama,AL,3,13,1,7110000,1101000,4100000,1909000,6361000,3556000,2272000,864
SATSUMA CITY,Alabama,AL,3,13,1,54907000,1049000,6950000,46908000,53982000,5262000,3638000,1463
ALABASTER CITY,Alabama,AL,3,13,1,10484000,226000,50000,10208000,9136000,3241000,1660000,-2
AUBURN CITY,Alabama,AL,3,13,1,77076000,4264000,32464000,40348000,79410000,37562000,25205000,7422
AUTAUGA COUNTY,Alabama,AL,3,13,1,79651000,7259000,51182000,21210000,77028000,42225000,28899000,9717
BALDWIN COUNTY,Alabama,AL,3,13,1,294249000,22266000,122616000,149367000,264079000,140215000,93381000,29419
BARBOUR COUNTY,Alabama,AL,3,13,1,10444000,2650000,5850000,1944000,10628000,5732000,3356000,1061
BESSEMER CITY,Alabama,AL,3,13,1,41612000,7122000,22408000,12082000,43444000,21891000,13473000,4068
BIBB COUNTY,Alabama,AL,3,13,1,31799000,3909000,21660000,6230000,30276000,16684000,10714000,3475
BIRMINGHAM CITY,Alabama,AL,3,13,1,260624000,43386000,121766000,95472000,297451000,143072000,87171000,25104
BLOUNT COUNTY,Alabama,AL,3,13,1,67328000,6812000,47058000,13458000,65016000,36946000,24900000,8341
BREWTON CITY,Alabama,AL,3,13,1,14915000,941000,9446000,4528000,12846000,6190000,4355000,1162
BULLOCK COUNTY,Alabama,AL,3,13,1,16766000,4936000,9207000,2623000,17485000,8421000,4659000,1524
BUTLER COUNTY,Alabama,AL,3,13,1,32714000,6702000,17931000,8081000,32217000,16732000,10624000,3245
CALHOUN COUNTY,Alabama,AL,3,13,1,80916000,7918000,51835000,21163000,81008000,45083000,28990000,9300
CHAMBERS COUNTY,Alabama,AL,3,13,1,34066000,4646000,21188000,8232000,32621000,18653000,12081000,3891
CHEROKEE COUNTY,Alabama,AL,3,13,1,38672000,4679000,22569000,11424000,38416000,20656000,13314000,4123
CHILTON COUNTY,Alabama,AL,3,13,1,62863000,8101000,41512000,13250000,60897000,33964000,23760000,7663
CHOCTAW COUNTY,Alabama,AL,3,13,1,17899000,2585000,9279000,6035000,17531000,8644000,5214000,1721
CLARKE COUNTY,Alabama,AL,3,13,1,28647000,4303000,17462000,6882000,28661000,16067000,10128000,3224
CLAY COUNTY,Alabama,AL,3,13,1,17710000,2262000,11973000,3475000,20891000,9677000,6647000,2058
CLEBURNE COUNTY,Alabama,AL,3,13,1,23412000,2767000,16097000,4548000,23311000,12737000,8410000,2665
COFFEE COUNTY,Alabama,AL,3,13,1,18474000,2465000,11432000,4577000,18972000,8998000,5821000,1977
COLBERT COUNTY,Alabama,AL,3,13,1,29125000,3328000,15472000,10325000,30091000,16868000,10486000,2769
CONECUH COUNTY,Alabama,AL,3,13,1,20766000,2936000,8930000,8900000,20086000,10044000,6072000,1644
COOSA COUNTY,Alabama,AL,3,13,1,12980000,3190000,7007000,2783000,12630000,6381000,3880000,1149
COVINGTON COUNTY,Alabama,AL,3,13,1,30346000,3967000,17579000,8800000,29155000,15375000,10152000,3112
CRENSHAW COUNTY,Alabama,AL,3,13,1,19618000,2742000,12272000,4604000,19523000,10733000,7175000,2240
CULLMAN CITY,Alabama,AL,3,13,1,28404000,2852000,13984000,11568000,31312000,15461000,11097000,3111
CULLMAN COUNTY,Alabama,AL,3,13,1,93295000,8754000,56321000,28220000,91099000,47544000,32351000,9604
DALE COUNTY,Alabama,AL,3,13,1,26170000,2495000,16991000,6684000,27179000,14343000,9333000,3045
DALEVILLE CITY,Alabama,AL,3,13,1,11407000,1947000,6784000,2676000,11527000,5849000,3660000,1181
DALLAS COUNTY,Alabama,AL,3,13,1,39464000,10002000,23072000,6390000,38788000,19883000,11579000,3723
DEKALB COUNTY,Alabama,AL,3,13,1,79379000,11371000,49986000,18022000,86749000,41394000,29611000,8719
DECATUR CITY,Alabama,AL,3,13,1,92300000,8682000,43197000,40421000,91988000,51760000,36593000,8418
DEMOPOLIS CITY,Alabama,AL,3,13,1,21388000,1930000,12394000,7064000,21202000,10569000,7505000,2290
DOTHAN CITY,Alabama,AL,3,13,1,82192000,12687000,46158000,23347000,84523000,45239000,31075000,9229
ELBA CITY,Alabama,AL,3,13,1,7538000,1238000,4588000,1712000,7487000,4155000,2585000,742
ELMORE COUNTY,Alabama,AL,3,13,1,91163000,8862000,57867000,24434000,91460000,50041000,33753000,11280
ENTERPRISE CITY,Alabama,AL,3,13,1,61277000,9463000,35392000,16422000,60155000,30375000,20337000,6538
ESCAMBIA COUNTY,Alabama,AL,3,13,1,45879000,6434000,25529000,13916000,46293000,23884000,14821000,4603
ETOWAH COUNTY,Alabama,AL,3,13,1,76206000,7362000,51514000,17330000,74374000,42316000,28147000,9138
EUFAULA CITY,Alabama,AL,3,13,1,24320000,3588000,14592000,6140000,24630000,13519000,9135000,2805
FAIRFIELD CITY,Alabama,AL,3,13,1,17481000,2458000,10456000,4567000,20473000,9257000,5624000,1770
FAYETTE COUNTY,Alabama,AL,3,13,1,21576000,2878000,13754000,4944000,22593000,12406000,7806000,2428
FLORENCE CITY,Alabama,AL,3,13,1,52107000,7035000,21896000,23176000,55074000,25228000,17661000,4369
FORT PAYNE CITY,Alabama,AL,3,13,1,27599000,3381000,16373000,7845000,27147000,13884000,9656000,3076
FRANKLIN COUNTY,Alabama,AL,3,13,1,34874000,4929000,20127000,9818000,39095000,17124000,11322000,3238
GADSDEN CITY,Alabama,AL,3,13,1,48207000,7054000,27848000,13305000,48647000,27228000,17709000,5491
GENEVA CITY,Alabama,AL,3,13,1,11156000,1262000,7289000,2605000,10924000,6079000,4214000,1280
GENEVA COUNTY,Alabama,AL,3,13,1,23200000,3116000,15976000,4108000,21863000,12072000,7836000,2739
GREENE COUNTY,Alabama,AL,3,13,1,14307000,2652000,7862000,3793000,23230000,7316000,4322000,1249
GUNTERSVILLE CITY,Alabama,AL,3,13,1,17996000,1640000,9899000,6457000,18676000,10115000,6518000,1974
HALE COUNTY,Alabama,AL,3,13,1,25545000,3494000,16800000,5251000,25336000,13796000,9193000,2857
HALEYVILLE CITY,Alabama,AL,3,13,1,16183000,1950000,9657000,4576000,15830000,8751000,6044000,1694
HARTSELLE CITY,Alabama,AL,3,13,1,41096000,1679000,17883000,21534000,42762000,15855000,11123000,3119
HENRY COUNTY,Alabama,AL,3,13,1,23010000,2722000,15425000,4863000,22576000,12097000,8012000,2669
HOMEWOOD CITY,Alabama,AL,3,13,1,46397000,1917000,15403000,29077000,53306000,27984000,19559000,3711
HOUSTON COUNTY,Alabama,AL,3,13,1,54211000,5996000,32426000,15789000,57837000,28830000,20447000,6450
HUNTSVILLE CITY,Alabama,AL,3,13,1,257889000,25093000,111925000,120871000,274014000,121978000,81500000,23437
JACKSON COUNTY,Alabama,AL,3,13,1,60184000,6748000,35144000,18292000,57441000,30453000,18123000,5760
JACKSONVILLE CITY,Alabama,AL,3,13,1,15232000,1073000,8687000,5472000,14539000,7585000,5339000,1531
JASPER CITY,Alabama,AL,3,13,1,27976000,2250000,14218000,11508000,28058000,15169000,10367000,2745
JEFFERSON COUNTY,Alabama,AL,3,13,1,332957000,36354000,186535000,110068000,335896000,186624000,121035000,36069
LAMAR COUNTY,Alabama,AL,3,13,1,21036000,2435000,14188000,4413000,20033000,10963000,6940000,2380
LANETT CITY,Alabama,AL,3,13,1,8232000,1621000,4933000,1678000,8093000,4546000,2895000,842
LAUDERDALE COUNTY,Alabama,AL,3,13,1,75503000,6398000,48102000,21003000,74606000,39966000,28001000,8760
LAWRENCE COUNTY,Alabama,AL,3,13,1,48554000,6048000,27975000,14531000,49986000,26419000,17182000,5090
LEE COUNTY,Alabama,AL,3,13,1,88705000,7557000,52122000,29026000,88880000,47744000,32960000,9793
LIMESTONE COUNTY,Alabama,AL,3,13,1,82870000,6246000,50514000,26110000,79430000,42118000,28939000,8948
LINDEN CITY,Alabama,AL,3,13,1,5513000,811000,3481000,1221000,5241000,2784000,1601000,519
LOWNDES COUNTY,Alabama,AL,3,13,1,27328000,11400000,11228000,4700000,26063000,12695000,6730000,1749
MACON COUNTY,Alabama,AL,3,13,1,25895000,4922000,15587000,5386000,27239000,13835000,7683000,2361
MADISON COUNTY,Alabama,AL,3,13,1,175756000,12982000,103776000,58998000,190287000,97267000,64220000,19764
MARENGO COUNTY,Alabama,AL,3,13,1,14690000,3440000,8116000,3134000,14672000,7372000,4530000,1266
MARION COUNTY,Alabama,AL,3,13,1,32362000,3855000,20574000,7933000,34295000,17045000,11575000,3459
MIDFIELD CITY,Alabama,AL,3,13,1,13165000,2896000,7609000,2660000,13336000,6326000,3775000,1236
MOBILE COUNTY,Alabama,AL,3,13,1,552138000,78340000,299116000,174682000,589569000,287595000,180791000,58625
MONROE COUNTY,Alabama,AL,3,13,1,35449000,5370000,21739000,8340000,34018000,18211000,12114000,3728
MONTGOMERY COUNTY,Alabama,AL,3,13,1,283295000,42257000,159134000,81904000,294254000,154051000,98399000,31359
MORGAN COUNTY,Alabama,AL,3,13,1,76248000,6380000,39285000,30583000,74265000,39543000,25303000,7757
MOUNTAIN BROOK CITY,Alabama,AL,3,13,1,56678000,855000,19272000,36551000,60496000,31817000,21936000,4468
MUSCLE SHOALS CITY,Alabama,AL,3,13,1,27562000,1549000,15092000,10921000,34269000,14676000,9829000,2856
ONEONTA CITY,Alabama,AL,3,13,1,12624000,955000,8084000,3585000,12396000,6469000,4506000,1465
OPELIKA CITY,Alabama,AL,3,13,1,44586000,5031000,21017000,18538000,74379000,24193000,16298000,4299
OPP CITY,Alabama,AL,3,13,1,12668000,1239000,7863000,3566000,12108000,6437000,4232000,1366
OXFORD CITY,Alabama,AL,3,13,1,40179000,3003000,21263000,15913000,41486000,21467000,14817000,4140
OZARK CITY,Alabama,AL,3,13,1,23491000,3033000,14299000,6159000,29812000,11771000,7435000,2284
PELL CITY,Alabama,AL,3,13,1,37345000,4079000,22724000,10542000,35970000,19555000,13312000,4091
PERRY COUNTY,Alabama,AL,3,13,1,17250000,3789000,10757000,2704000,17261000,9415000,5702000,1739
PHENIX CITY,Alabama,AL,3,13,1,61787000,8784000,36678000,16325000,60061000,32251000,22014000,6819
PICKENS COUNTY,Alabama,AL,3,13,1,25557000,3755000,17008000,4794000,26018000,14324000,9364000,2733
PIEDMONT CITY,Alabama,AL,3,13,1,11167000,1407000,6708000,3052000,10388000,5600000,3738000,1216
PIKE COUNTY,Alabama,AL,3,13,1,22462000,3775000,12873000,5814000,25574000,11870000,7345000,2272
RANDOLPH COUNTY,Alabama,AL,3,13,1,20504000,2756000,12538000,5210000,22633000,11340000,7587000,2252
ROANOKE CITY,Alabama,AL,3,13,1,12683000,1544000,8268000,2871000,12351000,6807000,4704000,1534
RUSSELL COUNTY,Alabama,AL,3,13,1,31182000,3973000,19537000,7672000,29338000,16250000,10401000,3555
RUSSELLVILLE CITY,Alabama,AL,3,13,1,24868000,2731000,14267000,7870000,23956000,12825000,8607000,2480
SCOTTSBORO CITY,Alabama,AL,3,13,1,27470000,2340000,15002000,10128000,26334000,14082000,9046000,2627
SELMA CITY,Alabama,AL,3,13,1,34479000,6853000,21332000,6294000,35508000,18534000,12730000,4040
SHEFFIELD CITY,Alabama,AL,3,13,1,12575000,1982000,6393000,4200000,12044000,6701000,4401000,1108
SHELBY COUNTY,Alabama,AL,3,13,1,273821000,16296000,141875000,115650000,296889000,143354000,93406000,28655
ST CLAIR COUNTY,Alabama,AL,3,13,1,72987000,7447000,47203000,18337000,73513000,39611000,28016000,8889
SUMTER COUNTY,Alabama,AL,3,13,1,19869000,3606000,11640000,4623000,19422000,10532000,6309000,1879
SYLACAUGA CITY,Alabama,AL,3,13,1,21311000,2269000,12885000,6157000,25134000,12209000,8292000,2391
TALLADEGA CITY,Alabama,AL,3,13,1,22265000,3040000,14248000,4977000,21629000,11978000,7889000,2307
TALLADEGA COUNTY,Alabama,AL,3,13,1,70567000,8717000,39867000,21983000,73145000,38087000,22181000,7578
TALLAPOOSA COUNTY,Alabama,AL,3,13,1,26895000,3585000,14062000,9248000,27911000,14812000,9650000,2979
TALLASSEE CITY,Alabama,AL,3,13,1,16509000,1630000,10118000,4761000,15823000,8766000,6311000,1916
TARRANT CITY,Alabama,AL,3,13,1,12112000,2016000,7048000,3048000,11932000,6370000,3658000,1096
THOMASVILLE CITY,Alabama,AL,3,13,1,13851000,1488000,8329000,4034000,13574000,7184000,4671000,1491
TROY CITY,Alabama,AL,3,13,1,18509000,2333000,10158000,6018000,25601000,11217000,7905000,2138
TUSCALOOSA CITY,Alabama,AL,3,13,1,131686000,16420000,46740000,68526000,138597000,58555000,36639000,10142
TUSCALOOSA COUNTY,Alabama,AL,3,13,1,170388000,14101000,93275000,63012000,185132000,80039000,52854000,17763
TUSCUMBIA CITY,Alabama,AL,3,13,1,14455000,1250000,8234000,4971000,13737000,7436000,4852000,1483
VESTAVIA HILLS CITY,Alabama,AL,3,13,1,71278000,1523000,29721000,40034000,75684000,40212000,28292000,6667
WALKER COUNTY,Alabama,AL,3,13,1,75160000,9437000,43317000,22406000,76258000,41766000,26995000,8131
WASHINGTON COUNTY,Alabama,AL,3,13,1,29127000,3603000,17345000,8179000,28298000,15697000,10449000,3207
WILCOX COUNTY,Alabama,AL,3,13,1,19590000,4218000,11230000,4142000,20111000,10572000,6050000,1901
WINFIELD CITY,Alabama,AL,3,13,1,11836000,1066000,7326000,3444000,11349000,6088000,4092000,1291
WINSTON COUNTY,Alabama,AL,3,13,1,26249000,2825000,15322000,8102000,25879000,14193000,8193000,2643
LOWER KUSKOKWIM SCHOOL DISTRICT,Alaska,AK,3,13,1,160105000,34650000,123240000,2215000,177870000,46274000,29176000,4143
LOWER YUKON SCHOOL DISTRICT,Alaska,AK,3,13,1,87384000,19741000,66640000,1003000,84575000,20851000,12299000,1983
YUPIIT SCHOOL DISTRICT,Alaska,AK,3,13,1,15610000,6768000,8446000,396000,17964000,6620000,4404000,441
KASHUNAMIUT SCHOOL DISTRICT,Alaska,AK,3,13,1,8746000,3939000,4391000,416000,8851000,3219000,1721000,307
MOUNT EDGECUMBE HIGH SCHOOL AGENCY,Alaska,AK,2,13,1,-2,-2,-2,-2,-2,-2,-2,398
ALEUTIANS EAST BOROUGH SCHOOL DISTRICT,Alaska,AK,3,13,1,8877000,1311000,6113000,1453000,9508000,3558000,2431000,257
ALEUTIAN REGION SCHOOL DISTRICT,Alaska,AK,3,13,1,1610000,101000,1467000,42000,1763000,668000,408000,27
BERING STRAIT SCHOOL DISTRICT,Alaska,AK,3,13,1,81346000,24838000,54285000,2223000,81539000,27125000,19817000,1867
BRISTOL BAY BOROUGH SCHOOL DISTRICT,Alaska,AK,3,13,1,5909000,888000,3135000,1886000,6209000,1765000,1168000,151
ALASKA GATEWAY SCHOOL DISTRICT,Alaska,AK,3,13,1,11272000,1749000,9451000,72000,11923000,4464000,2945000,370
CORDOVA CITY SCHOOL DISTRICT,Alaska,AK,3,13,1,7115000,507000,4721000,1887000,7074000,3125000,2093000,331
COPPER RIVER SCHOOL DISTRICT,Alaska,AK,3,13,1,10078000,1019000,8981000,78000,10227000,3843000,2312000,492
CRAIG CITY SCHOOL DISTRICT,Alaska,AK,3,13,1,9498000,2023000,6462000,1013000,9273000,3666000,2094000,636
DELTA/GREELY SCHOOL DISTRICT,Alaska,AK,3,13,1,17888000,1775000,15942000,171000,18092000,6321000,4178000,848
DILLINGHAM CITY SCHOOL DISTRICT,Alaska,AK,3,13,1,13480000,1833000,9512000,2135000,13874000,5765000,3974000,534
GALENA CITY SCHOOL DISTRICT,Alaska,AK,3,13,1,28718000,1485000,25347000,1886000,28453000,9044000,3977000,3931
KETCHIKAN GATEWAY BOROUGH SCHOOL DISTRICT,Alaska,AK,3,13,1,41131000,2755000,29073000,9303000,41622000,18663000,12802000,2247
ANCHORAGE SCHOOL DISTRICT,Alaska,AK,3,13,1,770180000,76535000,487629000,206016000,786647000,367078000,232224000,48790
JUNEAU BOROUGH SCHOOL DISTRICT,Alaska,AK,3,13,1,89697000,4847000,57759000,27091000,114113000,42044000,27653000,5066
SITKA SCHOOL DISTRICT,Alaska,AK,3,13,1,26854000,2552000,18242000,6060000,29105000,12552000,9262000,1321
HAINES BOROUGH SCHOOL DISTRICT,Alaska,AK,3,13,1,6934000,467000,4565000,1902000,7213000,2937000,2077000,283
HOONAH CITY SCHOOL DISTRICT,Alaska,AK,3,13,1,6823000,1036000,4702000,1085000,7077000,1995000,1212000,116
HYDABURG CITY SCHOOL DISTRICT,Alaska,AK,3,13,1,1929000,362000,1354000,213000,2303000,797000,564000,53
KAKE CITY SCHOOL DISTRICT,Alaska,AK,3,13,1,3402000,937000,2272000,193000,3239000,1281000,775000,108
KENAI PENINSULA BOROUGH SCHOOL DISTRICT,Alaska,AK,3,13,1,162642000,8610000,109759000,44273000,165901000,71596000,50073000,9014
KLAWOCK CITY SCHOOL DISTRICT,Alaska,AK,3,13,1,5424000,1030000,3714000,680000,5263000,2005000,1356000,133
KODIAK ISLAND BOROUGH SCHOOL DISTRICT,Alaska,AK,3,13,1,52613000,5799000,36222000,10592000,53547000,22724000,14718000,2548
LAKE AND PENINSULA BOROUGH SCHOOL DISTRICT,Alaska,AK,3,13,1,16259000,3671000,11135000,1453000,16079000,6136000,3445000,386
MATANUSKA-SUSITNA BOROUGH SCHOOL DISTRICT,Alaska,AK,3,13,1,270675000,19653000,198826000,52196000,303290000,124641000,80592000,17484
IDITAROD AREA SCHOOL DISTRICT,Alaska,AK,3,13,1,8085000,998000,6832000,255000,9183000,3120000,1934000,246
ANNETTE ISLAND SCHOOL DISTRICT,Alaska,AK,3,13,1,9166000,4499000,4547000,120000,9913000,3362000,2192000,292
NENANA CITY SCHOOL DISTRICT,Alaska,AK,3,13,1,9525000,729000,8632000,164000,9629000,3562000,1828000,1011
NOME PUBLIC SCHOOLS,Alaska,AK,3,13,1,15197000,1298000,11268000,2631000,15517000,6731000,4021000,692
FAIRBANKS NORTH STAR BOROUGH SCHOOL DISTRICT,Alaska,AK,3,13,1,254396000,31170000,172479000,50747000,259793000,118704000,74786000,14378
NORTH SLOPE BOROUGH SCHOOL DISTRICT,Alaska,AK,3,13,1,73976000,9601000,25697000,38678000,74731000,31247000,15765000,1939
NORTHWEST ARCTIC BOROUGH SCHOOL DISTRICT,Alaska,AK,3,13,1,84582000,13700000,51073000,19809000,86427000,22430000,13456000,2001
PELICAN CITY SCHOOL DISTRICT,Alaska,AK,3,13,1,604000,37000,504000,63000,516000,186000,91000,17
PETERSBURG CITY SCHOOL DISTRICT,Alaska,AK,3,13,1,10114000,604000,7560000,1950000,10416000,4431000,3016000,458
PRIBILOF SCHOOL DISTRICT,Alaska,AK,3,13,1,3088000,796000,1870000,422000,3555000,1029000,512000,106
SAINT MARY'S SCHOOL DISTRICT,Alaska,AK,3,13,1,6134000,1025000,4846000,263000,6043000,1714000,1080000,196
SKAGWAY CITY SCHOOL DISTRICT,Alaska,AK,3,13,1,2952000,46000,926000,1980000,2414000,1036000,622000,92
SOUTHEAST ISLAND SCHOOL DISTRICT,Alaska,AK,3,13,1,8129000,897000,7002000,230000,8508000,2539000,1498000,198
SOUTHWEST REGION SCHOOL DISTRICT,Alaska,AK,3,13,1,24328000,6692000,17084000,552000,25141000,7844000,4256000,587
TANANA CITY SCHOOL DISTRICT,Alaska,AK,3,13,1,1595000,301000,1270000,24000,1647000,484000,301000,49
UNALASKA CITY SCHOOL DISTRICT,Alaska,AK,3,13,1,10805000,332000,6052000,4421000,11036000,4061000,2622000,416
CHATHAM SCHOOL DISTRICT,Alaska,AK,3,13,1,4663000,835000,3760000,68000,5017000,1823000,1182000,144
KUSPUK SCHOOL DISTRICT,Alaska,AK,3,13,1,12117000,3642000,8068000,407000,10991000,4500000,2804000,379
DENALI BOROUGH SCHOOL DISTRICT,Alaska,AK,3,13,1,10405000,236000,7839000,2330000,9931000,3410000,2246000,859
YUKON FLATS SCHOOL DISTRICT,Alaska,AK,3,13,1,11602000,2181000,9236000,185000,13312000,4168000,2634000,258
VALDEZ CITY SCHOOL DISTRICT,Alaska,AK,3,13,1,17001000,580000,6832000,9589000,20493000,7492000,4825000,636
CHUGACH SCHOOL DISTRICT,Alaska,AK,3,13,1,7976000,1983000,4364000,1629000,7766000,2136000,1726000,310
WRANGELL PUBLIC SCHOOL DISTRICT,Alaska,AK,3,13,1,8220000,2081000,5331000,808000,8178000,3200000,2103000,393
YAKUTAT SCHOOL DISTRICT,Alaska,AK,3,13,1,3140000,347000,1990000,803000,3247000,1249000,898000,93
YUKON/KOYUKUK SCHOOL DISTRICT,Alaska,AK,3,13,1,25118000,5447000,19002000,669000,25957000,7320000,4660000,1474
CAVE CREEK UNIFIED DISTRICT,Arizona,AZ,3,13,1,43717000,2253000,7812000,33652000,40107000,22247000,13849000,5556
CHINO VALLEY UNIFIED DISTRICT,Arizona,AZ,3,13,1,17410000,2650000,5044000,9716000,14603000,7713000,5071000,2322
CLARKDALE-JEROME ELEMENTARY DISTRICT,Arizona,AZ,1,13,1,3970000,509000,1147000,2314000,3303000,1936000,1217000,455
SALOME CONSOLIDATED ELEMENTARY DISTRICT,Arizona,AZ,1,13,1,1256000,155000,133000,968000,1077000,634000,297000,99
CENTER FOR ACADEMIC SUCCESS  INC.,Arizona,AZ,3,13,1,9377000,2615000,6640000,122000,7090000,3565000,2595000,1070
PINE FOREST EDUCATION ASSOCIATION  INC.,Arizona,AZ,1,13,1,1858000,75000,1594000,189000,1767000,1095000,938000,246
FLAGSTAFF ARTS AND LEADERSHIP ACADEMY,Arizona,AZ,2,13,1,2734000,0,2447000,287000,2767000,1413000,1098000,308
MONTESSORI CHARTER SCHOOL OF FLAGSTAFF  INC.,Arizona,AZ,1,13,1,1786000,0,1727000,59000,1772000,1072000,1072000,270
