LEAID,NAME,STNAME,STABBR,SCHLEV,YEAR,CCDNF,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,Z32,Z33
100005,ALBERTVILLE CITY SCH DIST,ALABAMA,AL,3,5,1,26506000,3678000,16196000,6632000,26331000,14122000,9502000
100006,MARSHALL CO SCH DIST,ALABAMA,AL,3,5,1,49316000,6129000,23010000,20177000,47010000,22833000,14096000
100007,HOOVER CITY SCH DIST,ALABAMA,AL,3,5,1,115272000,3445000,43471000,68356000,131878000,55726000,36692000
100008,MADISON CITY SCHOOL DISTRICT,ALABAMA,AL,3,5,1,54396000,2757000,30066000,21573000,53739000,28197000,19707000
100011,LEEDS CITY SCHOOL DISTRICT,ALABAMA,AL,3,5,1,9899000,924000,5855000,3120000,9915000,5804000,3843000
100012,BOAZ CITY SCHOOL DISTRICT,ALABAMA,AL,3,5,1,21461000,1832000,11400000,8229000,20226000,8914000,5898000
100013,TRUSSVILLE CITY,ALABAMA,AL,6,5,1,12458000,62000,39000,12357000,6616000,1972000,964000
100030,ALEXANDER CITY SCH DIST,ALABAMA,AL,3,5,1,25269000,2348000,15077000,7844000,24778000,14251000,10159000
100060,ANDALUSIA CTY SCH DIST,ALABAMA,AL,3,5,1,13364000,1516000,7287000,4561000,12216000,6642000,4623000
100090,ANNISTON CTY SCH DST,ALABAMA,AL,3,5,1,20279000,4640000,10905000,4734000,21170000,11195000,7353000
100100,ARAB CITY SCHOOL DISTRICT,ALABAMA,AL,3,5,1,18722000,1102000,12383000,5237000,17893000,10483000,7269000
100120,ATHENS CITY SCH DIST,ALABAMA,AL,3,5,1,26024000,2394000,11573000,12057000,25178000,13751000,9631000
100180,ATTALLA CITY SCH DIST,ALABAMA,AL,3,5,1,13173000,1688000,8832000,2653000,13158000,7523000,5094000
100210,AUBURN CITY SCHOOL DIST,ALABAMA,AL,3,5,1,78514000,3441000,20058000,55015000,45388000,24099000,15951000
100240,AUTAUGA CO SCH DIST,ALABAMA,AL,3,5,1,61748000,5573000,40508000,15667000,59863000,32549000,22811000
100270,BALDWIN CO SCH DIST,ALABAMA,AL,3,5,1,202189000,16834000,92918000,92437000,216035000,107999000,73816000
100300,BARBOUR CO SCH DIST,ALABAMA,AL,3,5,1,10820000,2252000,7002000,1566000,11635000,5738000,3631000
100330,BESSEMER CITY SCH DIST,ALABAMA,AL,3,5,1,35575000,6185000,18032000,11358000,31350000,17449000,10731000
100360,BIBB CO SCH DIST,ALABAMA,AL,3,5,1,26228000,3913000,18364000,3951000,24810000,14136000,9703000
100390,BIRMINGHAM CITY SCH DIST,ALABAMA,AL,3,5,1,315307000,43646000,143779000,127882000,315055000,156662000,92997000
100420,BLOUNT CO SCH DIST,ALABAMA,AL,3,5,1,52559000,5516000,36527000,10516000,51056000,27824000,19122000
100450,BREWTON CITY SCH DIST,ALABAMA,AL,3,5,1,12643000,816000,6042000,5785000,10668000,5467000,3967000
100480,BULLOCK CO SCH DIST,ALABAMA,AL,3,5,1,13765000,3009000,8618000,2138000,14074000,8002000,4980000
100510,BUTLER CO SCH DIST,ALABAMA,AL,3,5,1,26438000,5519000,16325000,4594000,25583000,14096000,9594000
100540,CALHOUN CO SCH DIST,ALABAMA,AL,3,5,1,66683000,6831000,43092000,16760000,65724000,34875000,22299000
100600,CHAMBERS CO SCH DIST,ALABAMA,AL,3,5,1,31942000,4307000,19609000,8026000,31804000,16415000,10905000
100630,CHEROKEE CO SCH DIST,ALABAMA,AL,3,5,1,31215000,3393000,19715000,8107000,31455000,17396000,11582000
100660,CHILTON CO SCH DIST,ALABAMA,AL,3,5,1,48187000,5595000,32176000,10416000,48758000,25873000,18408000
100690,CHOCTAW CO SCH DIST,ALABAMA,AL,3,5,1,18766000,3462000,9597000,5707000,20253000,8524000,5460000
100720,CLARKE CO SCH DIST,ALABAMA,AL,3,5,1,27194000,4465000,16108000,6621000,26191000,14351000,9258000
100750,CLAY CO SCH DIST,ALABAMA,AL,3,5,1,14830000,1676000,10072000,3082000,14640000,8219000,5566000
100780,CLEBURNE COUNTY SCHOOL DISTRICT,ALABAMA,AL,3,5,1,17878000,2263000,12534000,3081000,17121000,9921000,6797000
100810,COFFEE CO SCH DIST,ALABAMA,AL,3,5,1,14195000,1863000,8957000,3375000,14531000,7095000,4766000
100840,COLBERT COUNTY SCHOOL DISTRICT,ALABAMA,AL,3,5,1,29092000,2882000,15070000,11140000,27679000,14698000,9595000
100870,CONECUH CO SCH DIST,ALABAMA,AL,3,5,1,17628000,3605000,9368000,4655000,15986000,8279000,5572000
100900,COOSA CO SCH DIST,ALABAMA,AL,3,5,1,11529000,1750000,7523000,2256000,11221000,6392000,4053000
100930,COVINGTON CO SCH DIST,ALABAMA,AL,3,5,1,27555000,3048000,14561000,9946000,24042000,12225000,8476000
100960,CRENSHAW CO SCH DIST,ALABAMA,AL,3,5,1,17281000,2471000,11523000,3287000,17333000,9057000,6269000
100990,CULLMAN CITY SCH DIST,ALABAMA,AL,3,5,1,22277000,2577000,10438000,9262000,21157000,11215000,8109000
101020,CULLMAN CO SCH DIST,ALABAMA,AL,3,5,1,69750000,7859000,46294000,15597000,72257000,37649000,25758000
101050,DALE CO SCH DIST,ALABAMA,AL,3,5,1,20459000,2124000,12976000,5359000,19533000,10730000,7244000
101080,DALEVILLE CTY SCH DIST,ALABAMA,AL,3,5,1,11048000,1855000,7150000,2043000,10904000,5970000,4154000
101110,DALLAS CO SCH DIST,ALABAMA,AL,3,5,1,32872000,5674000,22361000,4837000,32381000,17133000,10802000
101140,DE KALB CO SCH DIST,ALABAMA,AL,3,5,1,60939000,7769000,39269000,13901000,61064000,32239000,23352000
101170,DECATUR CITY SCH DIST,ALABAMA,AL,3,5,1,79552000,7623000,37699000,34230000,78980000,42986000,29818000
101200,DEMOPOLIS CITY SCH DIST,ALABAMA,AL,3,5,1,16011000,2303000,9696000,4012000,15529000,8659000,6086000
101230,DOTHAN CITY SCH DIST,ALABAMA,AL,3,5,1,67375000,10356000,39254000,17765000,66044000,37078000,24857000
101260,ELBA CITY SCH DIST,ALABAMA,AL,3,5,1,7659000,1141000,4770000,1748000,7511000,4177000,2890000
101290,ELMORE CO SCH DIST,ALABAMA,AL,3,5,1,68856000,7048000,46925000,14883000,70593000,35523000,24328000
101320,ENTERPRISE CTY SCH DIST,ALABAMA,AL,3,5,1,40582000,4324000,24797000,11461000,39141000,21913000,15033000
101350,ESCAMBIA CO SCH DIST,ALABAMA,AL,3,5,1,39728000,6163000,21099000,12466000,38629000,19546000,12629000
101380,ETOWAH COUNTY BOARD OF EDUCATION,ALABAMA,AL,3,5,1,59593000,6088000,40421000,13084000,71115000,33156000,23059000
101410,EUFAULA CTY SCH DIST,ALABAMA,AL,3,5,1,21037000,2921000,12590000,5526000,20807000,11649000,7927000
101440,FAIRFIELD CITY SCH DIST,ALABAMA,AL,3,5,1,18130000,2351000,10065000,5714000,16651000,8909000,6045000
101470,FAYETTE CO SCH DIST,ALABAMA,AL,3,5,1,19498000,2155000,13049000,4294000,18280000,10287000,6830000
101530,FLORENCE CITY SCH DIST,ALABAMA,AL,3,5,1,39713000,5605000,17816000,16292000,42044000,21370000,14889000
101560,FORT PAYNE CITY SCH DIST,ALABAMA,AL,3,5,1,19980000,2170000,11746000,6064000,18815000,10247000,7121000
101590,FRANKLIN CO SCH DIST,ALABAMA,AL,3,5,1,26387000,4016000,14976000,7395000,24384000,13137000,8632000
101620,GADSDEN CITY SCH DIST,ALABAMA,AL,3,5,1,48818000,8084000,28406000,12328000,62289000,23444000,15395000
101640,GENEVA CITY SCHOOL DIST,ALABAMA,AL,3,5,1,9608000,1185000,6071000,2352000,9143000,5232000,3728000
101660,GENEVA CO SCH DIST,ALABAMA,AL,3,5,1,20593000,2611000,12483000,5499000,19623000,9685000,6581000
101680,GREENE CO SCH DIST,ALABAMA,AL,3,5,1,15114000,3186000,7607000,4321000,13128000,6874000,4362000
101690,GUNTERSVILLE CITY SCHOOL DIST,ALABAMA,AL,3,5,1,14505000,1086000,8038000,5381000,16889000,8163000,5388000
101710,HALE CO SCH DIST,ALABAMA,AL,3,5,1,24323000,4493000,16034000,3796000,23272000,12817000,9046000
101720,HALEYVILLE CITY SCH DIST,ALABAMA,AL,3,5,1,12276000,1455000,7609000,3212000,11572000,6243000,4627000
101730,HARTSELLE CTY SCH DIST,ALABAMA,AL,3,5,1,23851000,1350000,14483000,8018000,21827000,13102000,9048000
101740,HENRY CO SCH DIST,ALABAMA,AL,3,5,1,23019000,2845000,15932000,4242000,26979000,10605000,7237000
101760,HOMEWOOD CITY SCHOOL DIST,ALABAMA,AL,3,5,1,37899000,1194000,10661000,26044000,42745000,18805000,13104000
101770,HOUSTON CO SCH DIST,ALABAMA,AL,3,5,1,42518000,4183000,25935000,12400000,39472000,21269000,15408000
101800,HUNTSVILLE CITY SCH DIST,ALABAMA,AL,3,5,1,199692000,18773000,88570000,92349000,211814000,108639000,73322000
101830,JACKSON COUNTY SCHOOL DISTRICT,ALABAMA,AL,3,5,1,47766000,5583000,29457000,12726000,48186000,25002000,16449000
101860,JACKSONVILLE CITY SCHOOL DISTRICT,ALABAMA,AL,3,5,1,11025000,890000,7584000,2551000,10867000,6135000,4441000
101890,JASPER CITY SCH DIST,ALABAMA,AL,3,5,1,22060000,1801000,12132000,8127000,20107000,11699000,7896000
101920,JEFFERSON COUNTY BOARD OF EDUCATION,ALABAMA,AL,3,5,1,301595000,23618000,170305000,107672000,278069000,151181000,103195000
101950,LAMAR COUNTY SCHOOL DISTRICT,ALABAMA,AL,3,5,1,19334000,2546000,12932000,3856000,19811000,9768000,6320000
101980,LANETT CTY SCH DIST,ALABAMA,AL,3,5,1,7554000,1298000,4678000,1578000,7672000,4447000,2892000
102010,LAUDERDALE CO SCH DIST,ALABAMA,AL,3,5,1,63563000,4843000,41050000,17670000,61137000,33080000,23314000
102040,LAWRENCE CO SCH DIST,ALABAMA,AL,3,5,1,45750000,5990000,28215000,11545000,43683000,23703000,15686000
102070,LEE CO SCH DIST,ALABAMA,AL,3,5,1,70768000,5333000,41640000,23795000,66655000,36783000,26022000
102100,LIMESTONE CO SCH DIST,ALABAMA,AL,3,5,1,60376000,4677000,36200000,19499000,59233000,31638000,22552000
102130,LINDEN CITY SCHOOL DIST,ALABAMA,AL,3,5,1,5020000,1242000,2865000,913000,5451000,3082000,1813000
102160,LOWNDES CO SCH DIST,ALABAMA,AL,3,5,1,23713000,6345000,13469000,3899000,26946000,10955000,6849000
102190,MACON CO SCH DIST,ALABAMA,AL,3,5,1,28846000,5285000,18448000,5113000,35023000,14676000,9677000
102220,MADISON CO SCH DIST,ALABAMA,AL,3,5,1,128216000,9333000,77557000,41326000,135423000,67874000,45294000
102250,MARENGO CO SCH DIST,ALABAMA,AL,3,5,1,13528000,2563000,8014000,2951000,12913000,6816000,4442000
102310,MARION CO SCH DIST,ALABAMA,AL,3,5,1,27072000,2956000,17558000,6558000,26384000,14627000,10259000
102350,MIDFIELD CITY SCHOOL DIST,ALABAMA,AL,3,5,1,9665000,1335000,5479000,2851000,9195000,4976000,3101000
102370,MOBILE CO SCH DIST,ALABAMA,AL,3,5,1,488151000,70800000,273025000,144326000,545652000,257050000,162409000
102400,MONROE CO SCH DIST,ALABAMA,AL,3,5,1,31222000,5139000,20244000,5839000,32125000,17274000,11967000
102430,MONTGOMERY CO SCH DIST,ALABAMA,AL,3,5,1,240490000,34014000,136795000,69681000,234297000,133807000,84116000
102480,MORGAN CO SCH DIST,ALABAMA,AL,3,5,1,66445000,5032000,36592000,24821000,63620000,34262000,23176000
102490,MOUNTAIN BROOK CITY SCHOOL DISTRICT,ALABAMA,AL,3,5,1,46494000,804000,15392000,30298000,42721000,23934000,16604000
102520,MUSCLE SHOALS SCH DIST,ALABAMA,AL,3,5,1,20492000,1022000,11348000,8122000,20213000,11411000,7833000
102550,ONEONTA CITY SCH DIST,ALABAMA,AL,3,5,1,9270000,682000,5928000,2660000,8804000,4863000,3434000
102580,OPELIKA CITY SCHS,ALABAMA,AL,3,5,1,39708000,6068000,19298000,14342000,43878000,19924000,13293000
102610,OPP CITY SCH DIST,ALABAMA,AL,3,5,1,10832000,1320000,6290000,3222000,10099000,5357000,3660000
102635,OXFORD CITY SCH DIST,ALABAMA,AL,3,5,1,28193000,2054000,17586000,8553000,31173000,14068000,10020000
102640,OZARK CITY SCH DIST,ALABAMA,AL,3,5,1,20087000,2868000,12845000,4374000,20793000,10883000,7145000
102650,PELL CITY SCHOOL DIST,ALABAMA,AL,3,5,1,27842000,2946000,18099000,6797000,30289000,14740000,10059000
102670,PERRY CO SCH DIST,ALABAMA,AL,3,5,1,17125000,4509000,10560000,2056000,17911000,9044000,6160000
102700,PHENIX CITY SCH DIST,ALABAMA,AL,3,5,1,41739000,6532000,23821000,11386000,41230000,21164000,14403000
102730,PICKENS CO SCH DIST,ALABAMA,AL,3,5,1,24206000,3915000,16195000,4096000,24926000,13620000,8988000
102760,PIEDMONT CTY SCH DIST,ALABAMA,AL,3,5,1,7508000,1201000,4628000,1679000,7425000,3992000,2729000
102790,PIKE CO SCH DIST,ALABAMA,AL,3,5,1,18621000,3486000,10303000,4832000,19295000,9506000,6026000
102820,RANDOLPH CO SCH DIST,ALABAMA,AL,3,5,1,17148000,2139000,10522000,4487000,17452000,9015000,6037000
102850,ROANOKE CITY SCH DIST,ALABAMA,AL,3,5,1,12161000,1461000,6442000,4258000,11565000,5286000,3597000
102880,RUSSELL CO SCH DIST,ALABAMA,AL,3,5,1,27848000,3896000,17904000,6048000,27361000,15054000,9610000
102910,RUSSELLVILLE CITY SCHOOLS,ALABAMA,AL,3,5,1,18143000,1734000,10598000,5811000,17262000,9655000,6809000
102940,SCOTTSBORO CITY SCH DIST,ALABAMA,AL,3,5,1,24018000,1938000,12843000,9237000,21161000,12104000,7789000
102970,SELMA CITY SCH DIST,ALABAMA,AL,3,5,1,30258000,5909000,18597000,5752000,29451000,15902000,11047000
103000,SHEFFIELD CITY SCH DIST,ALABAMA,AL,3,5,1,11514000,1884000,5878000,3752000,11568000,6554000,4341000
103030,SHELBY CO SCH DIST,ALABAMA,AL,3,5,1,226353000,12123000,97016000,117214000,189461000,100762000,66375000
103062,ST CLAIR CO SCH DIST,ALABAMA,AL,3,5,1,51254000,5151000,32290000,13813000,63870000,27310000,19411000
103090,SUMTER CO SCH DIST,ALABAMA,AL,3,5,1,21965000,5220000,12434000,4311000,21183000,11127000,7387000
103120,SYLACAUGA CTY SCH DIST,ALABAMA,AL,3,5,1,20751000,2394000,10986000,7371000,18849000,10260000,7143000
103150,TALLADEGA CITY SCH DIST,ALABAMA,AL,3,5,1,21892000,2921000,14105000,4866000,20954000,11649000,8045000
103180,TALLADEGA CO SCH DIST,ALABAMA,AL,3,5,1,57971000,7032000,34301000,16638000,69348000,31719000,18488000
103210,TALLAPOOSA CO SCH DIST,ALABAMA,AL,3,5,1,25455000,3590000,15190000,6675000,24301000,13610000,9446000
103240,TALLASSEE CTY SCH DIST,ALABAMA,AL,3,5,1,12405000,1253000,8284000,2868000,11882000,6622000,4920000
103270,TARRANT CITY SCH DIST,ALABAMA,AL,3,5,1,11093000,1572000,5948000,3573000,12964000,6218000,4294000
103300,THOMASVILLE CTY SCH DIST,ALABAMA,AL,3,5,1,11706000,1286000,7685000,2735000,12076000,6532000,4684000
103330,TROY CITY SCH DIST,ALABAMA,AL,3,5,1,18028000,2019000,10282000,5727000,18086000,9356000,6405000
103360,TUSCALOOSA CITY SCH DIST,ALABAMA,AL,3,5,1,86541000,11469000,41769000,33303000,87972000,42480000,29045000
103390,TUSCALOOSA CO SCH DIST,ALABAMA,AL,3,5,1,114707000,11434000,71655000,31618000,109874000,59807000,41470000
103420,TUSCUMBIA CITY SCH DIST,ALABAMA,AL,3,5,1,11567000,1097000,6622000,3848000,11263000,6204000,4108000
103430,VESTAVIA HILLS CTY SCH DIST,ALABAMA,AL,3,5,1,51696000,1197000,20040000,30459000,47367000,24945000,18231000
103450,WALKER CO SCH DIST,ALABAMA,AL,3,5,1,72892000,8453000,43504000,20935000,83517000,35839000,23482000
103480,WASHINGTON CO SCH DIST,ALABAMA,AL,3,5,1,26556000,3386000,14865000,8305000,25931000,13797000,9556000
103510,WILCOX CO SCH DIST,ALABAMA,AL,3,5,1,19937000,4450000,11473000,4014000,21033000,10640000,6617000
103540,WINFIELD CTY SCH DIST,ALABAMA,AL,3,5,1,10231000,917000,6371000,2943000,9880000,4930000,3417000
103580,WINSTON CO SCH DIST,ALABAMA,AL,3,5,1,22038000,2572000,14034000,5432000,20892000,11839000,7585000
200001,LOWER KUSKOKWIM REGIONAL EDUCATIONAL,ALASKA,AK,3,5,1,78684000,28240000,46847000,3597000,77625000,36850000,23789000
200003,LOWER YUKON REGIONAL EDUCATIONAL ATT,ALASKA,AK,3,5,1,55129000,16612000,36812000,1705000,53463000,14912000,9985000
200004,YUPIIT SCHOOLS,ALASKA,AK,3,5,1,39101000,5199000,32466000,1436000,39268000,4503000,3106000
200005,KASHUNAMIUT SCHOOL DISTRICT,ALASKA,AK,3,5,1,6842000,3525000,2851000,466000,6677000,2988000,2119000
200007,ALEUTIANS EAST BOROUGH SCHOOL DISTRI,ALASKA,AK,3,5,1,6651000,1777000,3497000,1377000,8576000,2997000,2132000
200010,ALEUTIAN REGION SCHOOL DISTRICT,ALASKA,AK,3,5,1,1498000,303000,1080000,115000,1439000,635000,367000
200020,BERING STRAIT REGIONAL EDUCATIONAL A,ALASKA,AK,3,5,1,43903000,20749000,20352000,2802000,44138000,18284000,13178000
200030,BRISTOL BAY BOROUGH SCHOOL DISTRICT,ALASKA,AK,3,5,1,3260000,736000,1381000,1143000,3504000,1482000,990000
200050,ALASKA GATEWAY REGIONAL EDUCATIONAL,ALASKA,AK,3,5,1,8391000,2413000,5679000,299000,8584000,3797000,2867000
200060,CORDOVA CITY SCHOOL DISTRICT,ALASKA,AK,3,5,1,5337000,506000,3156000,1675000,5303000,2591000,1905000
200070,COPPER RIVER REGIONAL EDUCATIONAL AT,ALASKA,AK,3,5,1,8370000,1236000,6779000,355000,8431000,3833000,2547000
200090,CRAIG CITY SCHOOL DISTRICT,ALASKA,AK,3,5,1,7061000,2029000,3802000,1230000,6768000,3375000,1932000
200100,DELTA-GREELY REGIONAL EDUCATIONAL AT,ALASKA,AK,3,5,1,20157000,10493000,9042000,622000,19690000,5125000,3598000
200120,DILLINGHAM CITY SCHOOL DISTRICT,ALASKA,AK,3,5,1,9265000,2248000,4779000,2238000,9111000,3821000,2729000
200130,GALENA CITY SCHOOL DISTRICT,ALASKA,AK,3,5,1,21931000,2844000,16479000,2608000,20541000,8217000,4194000
200150,KETCHIKAN-GATEWAY BOROUGH SCHOOL DIS,ALASKA,AK,3,5,1,23212000,2286000,13019000,7907000,24822000,13642000,9794000
200180,ANCHORAGE SCHOOL DISTRICT,ALASKA,AK,3,5,1,464363000,61008000,250223000,153132000,591659000,272211000,180322000
200210,JUNEAU BOROUGH SCHOOL DISTRICT,ALASKA,AK,3,5,1,53749000,5695000,27417000,20637000,59217000,30300000,20713000
200240,SITKA BOROUGH SCHOOLS,ALASKA,AK,3,5,1,17758000,2503000,8071000,7184000,18746000,9107000,6901000
200270,HAINES BOROUGH SCHOOL DISTRICT,ALASKA,AK,3,5,1,4508000,630000,1915000,1963000,4713000,1926000,1322000
200300,HOONAH CITY SCHOOL DISTRICT,ALASKA,AK,3,5,1,5558000,1861000,3044000,653000,5972000,1907000,1408000
200330,HYDABURG CITY SCHOOL DISTRICT,ALASKA,AK,3,5,1,1434000,558000,745000,131000,1797000,872000,625000
200360,KAKE CITY SCHOOL DISTRICT,ALASKA,AK,3,5,1,2519000,886000,1298000,335000,2445000,1078000,708000
200390,KENAI PENINSULA BOROUGH SCHOOL DISTR,ALASKA,AK,3,5,1,99249000,8043000,51628000,39578000,98219000,51259000,35956000
200450,KLAWOCK CITY SCHOOL DISTRICT,ALASKA,AK,3,5,1,2885000,950000,1471000,464000,3039000,1500000,1079000
200480,KODIAK ISLAND BOROUGH SCHOOL DISTRIC,ALASKA,AK,3,5,1,32761000,5470000,17882000,9409000,33931000,18339000,12622000
200485,LAKE AND PENINSULA BOROUGH SCHOOLS,ALASKA,AK,3,5,1,11281000,3538000,6311000,1432000,11447000,5285000,2921000
200510,MATANUSKA SUSITNA BOROUGH SCHOOL DIS,ALASKA,AK,3,5,1,145751000,14212000,92089000,39450000,156673000,84063000,54996000
200520,IDITAROD REGIONAL EDUCATIONAL ATTEND,ALASKA,AK,3,5,1,6958000,1949000,4558000,451000,6707000,2999000,1920000
200525,ANNETTE ISLAND REGIONAL EDUCATIONAL,ALASKA,AK,3,5,1,5854000,4252000,1352000,250000,5408000,2743000,1837000
200540,NENANA CITY SCHOOL DISTRICT,ALASKA,AK,3,5,1,7615000,2645000,4534000,436000,8229000,3097000,1336000
200570,NOME CITY SCHOOL DISTRICT,ALASKA,AK,3,5,1,9708000,1280000,6451000,1977000,9585000,5083000,3009000
200600,FAIRBANKS N STAR BOROUGH SCHOOL DIST,ALASKA,AK,3,5,1,159187000,32489000,84016000,42682000,160694000,88376000,57134000
200610,NORTH SLOPE BOROUGH SCHOOLS,ALASKA,AK,3,5,1,48051000,10590000,10654000,26807000,49115000,27073000,14856000
200625,NORTHWEST ARCTIC BOROUGH SCHOOLS,ALASKA,AK,3,5,1,59199000,14140000,24188000,20871000,61270000,20940000,12604000
200630,PELICAN CITY SCHOOL DISTRICT,ALASKA,AK,3,5,1,552000,65000,425000,62000,533000,243000,145000
200660,PETERSBURG CITY SCHOOL DISTRICT,ALASKA,AK,3,5,1,6731000,624000,4043000,2064000,6833000,3659000,2646000
200670,PRIBILOF ISLANDS REGIONAL EDUCATIONA,ALASKA,AK,3,5,1,3445000,1677000,1231000,537000,3553000,1315000,794000
200680,ST MARYS SCHOOL DISTRICT,ALASKA,AK,3,5,1,3016000,557000,2313000,146000,3199000,1301000,911000
200690,SKAGWAY CITY SCHOOL DISTRICT,ALASKA,AK,3,5,1,2561000,353000,1018000,1190000,2614000,1050000,741000
200700,SOUTHEAST ISLANDS REGIONAL EDUCATION,ALASKA,AK,3,5,1,7430000,987000,6191000,252000,7548000,1995000,1332000
200710,SOUTHWEST REGION SCHOOLS,ALASKA,AK,3,5,1,18031000,6807000,9794000,1430000,18530000,7458000,4079000
200715,TANANA CITY SCHOOL DISTRICT,ALASKA,AK,3,5,1,1477000,177000,1189000,111000,1580000,593000,386000
200720,UNALASKA CITY SCHOOL DISTRICT,ALASKA,AK,3,5,1,6489000,290000,2686000,3513000,6700000,2826000,1973000
200730,CHATHAM REGIONAL EDUCATIONAL ATTENDA,ALASKA,AK,3,5,1,3961000,1539000,2139000,283000,4211000,1516000,1113000
200760,KUSPUK REGIONAL EDUCATIONAL ATTENDAN,ALASKA,AK,3,5,1,9330000,3984000,5078000,268000,9295000,4597000,2765000
200770,DENALI BOROUGH SCHOOL DISTRICT,ALASKA,AK,3,5,1,7734000,657000,5545000,1532000,7447000,3133000,2083000
200775,YUKON FLATS REGIONAL EDUCATIONAL ATT,ALASKA,AK,3,5,1,10376000,2300000,7757000,319000,10327000,3107000,1966000
200780,VALDEZ CITY SCHOOL DISTRICT,ALASKA,AK,3,5,1,11247000,562000,4515000,6170000,10869000,5945000,3882000
200800,CHUGACH REGIONAL EDUCATIONAL ATTENDA,ALASKA,AK,3,5,1,4210000,1695000,2143000,372000,4447000,1396000,1151000
200810,WRANGELL CITY SCHOOL DISTRICT,ALASKA,AK,3,5,1,4636000,1071000,2458000,1107000,4721000,2517000,1880000
200840,YAKUTAT SCHOOL DISTRICT,ALASKA,AK,3,5,1,2510000,486000,1367000,657000,2600000,1055000,754000
200862,YUKON-KOYUKUK REGIONAL EDUCATIONAL A,ALASKA,AK,3,5,1,18823000,5120000,12971000,732000,19905000,6348000,3889000
400001,CAVE CREEK UNIFIED SCHOOL DIST #93,ARIZONA,AZ,3,5,1,50410000,1619000,10697000,38094000,51224000,20872000,14177000
400003,CHINO VALLEY UNIFIED SCH DIST 51,ARIZONA,AZ,3,5,1,18080000,2531000,8251000,7298000,17050000,10120000,6611000
400004,CLARKSDALE-JEROME ELEM DISTRICT NO 3,ARIZONA,AZ,1,5,1,2255000,376000,1149000,730000,2606000,1574000,1076000
400005,SALOME SCHOO DISTRICT 30,ARIZONA,AZ,1,5,1,1579000,252000,401000,926000,1372000,866000,419000
400016,COCHISE PRIVATE INDUSTRY COUNCIL,ARIZONA,AZ,3,5,1,4624000,854000,3662000,108000,3660000,2000000,1145000
400018,"PINE FOREST EDUCATION ASSOCIATION, I",ARIZONA,AZ,1,5,1,1521000,53000,1303000,165000,1189000,749000,568000
400019,FLAGSTAFF ARTS AND LEADERSHIP ACADEM,ARIZONA,AZ,2,5,1,1040000,16000,1014000,10000,1009000,642000,494000
400020,MONTESSORI CHARTER SCHOOL OF FLAGSTA,ARIZONA,AZ,1,5,1,1516000,24000,1442000,50000,1308000,767000,767000
400021,COLORADO CITY UNIFIED SCH DISTRICT 1,ARIZONA,AZ,3,5,1,5048000,1934000,1901000,1213000,4583000,2288000,1160000
400022,VERNON ELEM SCHOOL DIST 9,ARIZONA,AZ,1,5,1,1180000,101000,526000,553000,1388000,640000,388000
400023,PINON SCHOOL UNIF SCH DIST 4,ARIZONA,AZ,3,5,1,20075000,11375000,7479000,1221000,23848000,8426000,4830000
400026,HEBER OVERGAARD SCHOOL DISTRICT,ARIZONA,AZ,3,5,1,5091000,583000,1664000,2844000,4853000,2431000,1495000
400028,TRIUMPHANT LEARNING CENTER,ARIZONA,AZ,1,5,1,680000,101000,573000,6000,503000,294000,192000
400031,VENTANA ACADEMIC CHARTER SCHOOL,ARIZONA,AZ,1,5,1,524000,14000,469000,41000,470000,301000,219000
400033,MESA ARTS ACADEMY,ARIZONA,AZ,1,5,1,1298000,164000,1030000,104000,1161000,567000,447000
400034,"VALLEY ACADEMY, INC.",ARIZONA,AZ,1,5,1,3848000,226000,3313000,309000,2614000,1626000,1193000
400036,FOOTHILLS ACADEMY,ARIZONA,AZ,3,5,1,2055000,23000,1752000,280000,1292000,853000,853000
400037,"TWENTY FIRST CENTURY CHARTER SCHOOL,",ARIZONA,AZ,1,5,1,672000,13000,645000,14000,663000,422000,295000
400038,CASY COUNTRY DAY SCHOOL,ARIZONA,AZ,1,5,1,1009000,17000,947000,45000,942000,537000,339000
400039,"DRAGONFLEYE SCIENCE, INC.",ARIZONA,AZ,3,5,1,942000,211000,714000,17000,721000,349000,210000
400040,"EDU-PRIZE, INC.",ARIZONA,AZ,1,5,1,6124000,150000,5853000,121000,4639000,2917000,2308000
400041,MARICOPA COUNTY COMMUNITY COLLEGE DI,ARIZONA,AZ,2,5,1,1154000,72000,1082000,0,1295000,753000,441000
400043,NEW SCHOOL FOR THE ARTS,ARIZONA,AZ,2,5,1,1992000,35000,1787000,170000,1529000,948000,674000
400045,INTERNATIONAL STUDIES ACADEMY,ARIZONA,AZ,2,5,1,666000,0,601000,65000,522000,315000,232000
400047,SALT RIVER PIMA-MARICOPA  COMMUNITY,ARIZONA,AZ,2,5,1,7123000,2660000,1599000,2864000,3565000,2188000,1265000
400048,KACHINA COUNTRY DAY SCHOOL,ARIZONA,AZ,3,5,1,962000,41000,414000,507000,362000,260000,171000
400049,GAN YELADEEM:  THE LOOKING GLASS SCH,ARIZONA,AZ,1,5,1,1219000,15000,1043000,161000,1040000,504000,454000
400051,"CARMEL COMMUNITY, INC.",ARIZONA,AZ,3,5,1,543000,136000,388000,19000,344000,186000,20000
400053,"HERITAGE ACADEMY, INC.",ARIZONA,AZ,2,5,1,2690000,0,2528000,162000,2443000,1367000,1212000
