LEAID	CENSUSID	FIPST	FIPSCO	CMSA	NAME	STNAME	STABBR	SCHLEV	YEAR	CCDNF	TOTALREV	TFEDREV	TSTREV	TLOCREV	TOTALEXP	Z32 - TOTAL SALARIES	Z33
	5100700730200	6	13		CONTRA COSTA CO ROP	California	CA	5	95	0	1786000	96000	1569000	121000	1951000	607000	0
	5500120300000	6	1		MISSION VALLEY ROC/P	California	CA	7	95	0	4776000	653000	0	4123000	4806000	2386000	1422000
	5.50012E+12	6	1		TRI-VALLEY ROP	California	CA	7	95	0	2518000	88000	0	2430000	2400000	1353000	998000
	5.50092E+12	6	17		CENTRAL SIERRA ROP	California	CA	7	95	0	1433000	40000	0	1393000	1719000	515000	430000
	5.50192E+12	6	37		SAN ANTONIO ROP	California	CA	7	95	0	154000	0	0	154000	146000	90000	0
	5.50192E+12	6	37		ANTELOPE VALLEY ROP	California	CA	7	95	0	5600000	0	1963000	3637000	5980000	3425000	0
	6.50392E+12	8	77		GRAND VALLEY BOCES	Colorado	CO	7	95	0	288000	0	15000	273000	280000	35000	0
	1.15016E+13	13	31		FIRST DISTRICT RESA	Georgia	GA	7	95	0	5399000	24000	2200000	3175000	4729000	2558000	331000
	1.15019E+13	13	37		SOUTHWEST GEORGIA RESA	Georgia	GA	7	95	0	1498000	0	549000	949000	1370000	807000	0
	1.15029E+13	13	59		NORTHEAST GEORGIA RESA	Georgia	GA	7	95	0	5505000	28000	2247000	3230000	6033000	2971000	1187000
	1.15045E+13	13	91		HEART OF GEORGIA SCH SYS RESA	Georgia	GA	7	95	0	771000	0	517000	254000	1203000	662000	0
	1.15057E+13	13	115		NORTHWEST GEORGIA REAS	Georgia	GA	7	95	0	3155000	23000	2437000	695000	3830000	2168000	1064000
	11506040100000	13	121		METRO RESA	Georgia	GA	7	95	0	3232000	0	2862000	370000	3792000	2360000	1161000
	11506140100000	13	123		NORTH GEORGIA RESA	Georgia	GA	7	95	0	1726000	0	702000	1024000	3081000	982000	0
	1.15092E+13	13	185		COASTAL PLAINS RESA	Georgia	GA	7	95	0	807000	5000	583000	219000	1032000	638000	31000
	1.15094E+13	13	189		CENTRAL SAVANNAH RIVER AREA RESA	Georgia	GA	7	95	0	2299000	9000	1510000	780000	2395000	1362000	382000
	1.15111E+13	13	225		MIDDLE GEORGIA RESA	Georgia	GA	7	95	0	1628000	0	530000	1098000	1786000	1177000	356000
	1.15126E+13	13	255		GRIFFIN RESA	Georgia	GA	7	95	0	3994000	28000	1236000	2730000	4283000	1604000	226000
	1.15129E+13	13	261		CHATTAHOOCHEE FLINT RESA	Georgia	GA	7	95	0	1467000	0	1028000	439000	2322000	1298000	486000
	1.15138E+13	13	279		WEST GEORGIA RESA	Georgia	GA	7	95	0	3331000	25000	2163000	1143000	3619000	1113000	372000
	1.15148E+13	13	299		OKEFENOKEE RESA	Georgia	GA	7	95	0	2350000	18000	1376000	956000	2126000	1323000	379000
	1.1515E+13	13	303		OCONEE RESA	Georgia	GA	7	95	0	2095000	0	1322000	773000	1837000	1148000	367000
	1.15154E+13	13	311		PIONEER RESA	Georgia	GA	7	95	0	3863000	20000	2295000	1548000	5460000	2733000	1166000
	2.45017E+13	27	33		REDWOOD COUNTY TELE NETWORK	Minnesota	MN	7	95	0	59000	0	0	59000	63000	32000	0
	2.45017E+13	27	33		DES MONES RIV VLY TELEMEDIA 6002	Minnesota	MN	7	95	0	448000	0	0	448000	433000	54000	0
	2.4503E+13	27	59		E CENTRAL MN ED CABLE COOP 6003	Minnesota	MN	7	95	0	311000	0	0	311000	310000	64000	64000
	2.45045E+13	27	89		N W EDUC TECH COOP 6015	Minnesota	MN	7	95	0	42000	0	0	42000	47000	0	0
	2.45067E+13	27	133		SW MINN TELECOMMUNICATIONS DIST	Minnesota	MN	7	95	0	40000	0	0	40000	157000	0	0
	2.45073E+13	27	145		CENTRAL MN TELECOMM DISTRICT	Minnesota	MN	7	95	0	37000	0	0	37000	37000	27000	0
	3.35004E+13	36	7		SO MOUNTAIN-HICKORY COMMON SCHOO	New York	NY	6	95	0	208000	0	0	208000	223000	0	0
	3.65037E+13	39	73		HOCKING COUNTY SCHOOL DISTRICT	Ohio	OH	7	95	0	236000	0	235000	1000	249000	176000	0
	3.75003E+13	40	5		ABC Special Services Interlocal	Oklahoma	OK	7	95	0	295000	70000	20000	205000	333000	182000	77000
	3.7501E+13	40	19		Tri-County Interlocal Coop	Oklahoma	OK	7	95	0	572000	363000	2000	207000	521000	246000	150000
	3.75011E+13	40	19		SOUTHERN OK AREA VOC-TECH SCH DI	Oklahoma	OK	5	95	0	3318000	224000	1268000	1826000	3506000	0	0
	3.75024E+13	40	47		Garfield County Interlocal	Oklahoma	OK	7	95	0	182000	167000	0	15000	182000	100000	100000
	3.75032E+13	40	63		WES WATKINS VOC TECH SCHOOL	Oklahoma	OK	5	95	0	2529000	261000	1792000	476000	2428000	0	0
	3.75033E+13	40	65		SOUTHWEST VOC TECH SCHOOL	Oklahoma	OK	5	95	0	2310000	92000	1113000	1105000	1912000	0	0
	3.75037E+13	40	73		CHISHOLM TRAIL AREA VOC TECH CTR	Oklahoma	OK	5	95	0	1339000	102000	470000	767000	770000	0	0
	3.75045E+13	40	89		McCurtin County Education	Oklahoma	OK	7	95	0	1194000	754000	319000	121000	857000	462000	96000
	3.75055E+13	40	109		Oklahoma Kiamichi Special	Oklahoma	OK	7	95	0	204000	32000	0	172000	206000	73000	0
	3.75056E+13	40	111		Green County Vocational	Oklahoma	OK	5	95	0	2783000	3000	2256000	524000	2725000	0	0
	3.75057E+13	40	113		Osage County Interlocal	Oklahoma	OK	7	95	0	817000	639000	53000	125000	832000	570000	255000
	3.75062E+13	40	123		PONTOTOC CO AREA VOC TECH SCHOOL	Oklahoma	OK	5	95	0	2319000	44000	978000	1297000	2066000	0	0
	3.85003E+13	41	3		LINN BENTON ESD	Oregon	OR	5	95	0	17673000	2592000	8168000	6913000	8557000	4274000	349000
	3.95002E+13	42	3		NORTHERN AREA SPECIAL SCHOOL	Pennsylvania	PA	7	95	0	742000	0	35000	707000	1096000	368000	297000
	3.95002E+13	42	3		SOUTH CENTRAL AREA SPEC SCHOOL	Pennsylvania	PA	7	95	0	221000	0	0	221000	54000	6000	0
	3.95002E+13	42	3		SOUTH EASTERN AREA SPEC SCHOOL	Pennsylvania	PA	7	95	0	925000	0	0	925000	907000	3000	0
	3.95002E+13	42	3		WESTERN AREA SPECIAL SHOOL	Pennsylvania	PA	7	95	0	0	0	0	0	5000	0	0
	3.95003E+13	42	3		INTERMEDIATE SCH UNIT 2	Pennsylvania	PA	7	95	0	60012000	309000	26003000	33700000	68694000	60820000	54120000
	3.95028E+13	42	55		FRANKLIN CO SPECIAL ED SCH	Pennsylvania	PA	7	95	0	678000	0	0	678000	210000	0	0
	3.95051E+13	42	101		EDWARD BOK AVTS	Pennsylvania	PA	7	95	0	64083000	0	8934000	55149000	64081000	43067000	29003000
	3.95052E+13	42	101		INTERMEDIATE SCH UNIT 26	Pennsylvania	PA	7	95	0	201208000	2597000	99257000	99354000	205794000	182049000	138874000
	4.15004E+13	45	7		ANDERSON 1 AND 2 AVC	South Carolina	SC	7	95	0	2835000	190000	431000	2214000	2633000	1225000	666000
	4.15006E+13	45	11		BARNWELL AVC	South Carolina	SC	7	95	0	842000	49000	73000	720000	802000	480000	323000
	4.15007E+13	45	13		BEAUFORT-JASPER AVC	South Carolina	SC	7	95	0	2605000	125000	174000	2306000	2605000	1505000	969000
	4.15014E+13	45	27		F E DUBOSE AVC	South Carolina	SC	7	95	0	1071000	138000	352000	581000	1208000	758000	313000
	4.15017E+13	45	33		DILLON AVC	South Carolina	SC	7	95	0	1038000	142000	86000	810000	1018000	616000	447000
	4.15018E+13	45	35		DORCHESTER AVC	South Carolina	SC	7	95	0	1704000	65000	140000	1499000	1907000	1007000	661000
	4.15024E+13	45	47		GREENWOOD AVC	South Carolina	SC	7	95	0	1151000	185000	31000	935000	1085000	629000	411000
	4.15034E+13	45	67		MARION AVC	South Carolina	SC	7	95	0	1583000	84000	153000	1346000	1391000	713000	445000
	4.15038E+13	45	75		COPE AVC	South Carolina	SC	7	95	0	564000	0	47000	517000	478000	311000	216000
	4.15038E+13	45	75		ORANGEBURG-CALHOUN AVC	South Carolina	SC	7	95	0	1438000	31000	102000	1305000	1484000	926000	701000
	4.15042E+13	45	83		Spartanburg Sch Dist 7 / McCarth	South Carolina	SC	5	95	0	5413000	0	1198000	4215000	5001000	3266000	2487000
	4.15042E+13	45	83		DANIEL MORGAN AVC	South Carolina	SC	7	95	0	1497000	128000	92000	1277000	1465000	823000	531000
	4.15042E+13	45	83		R D ANDERSON AVC	South Carolina	SC	7	95	0	1905000	107000	124000	1674000	1772000	1028000	673000
	4.15042E+13	45	83		H B SWOFFORD AVC	South Carolina	SC	7	95	0	1595000	29000	116000	1450000	1624000	950000	618000
	4.15043E+13	45	85		SUMTER CAREER CNETER	South Carolina	SC	7	95	0	1973000	475000	188000	1310000	1937000	1143000	559000
	4.45015E+13	48	29		REGION XX EDUCATION SERVICE CTR	Texas	TX	7	95	0	0	0	0	0	2809000	357000	0
	4.45071E+13	48	141		RIGION XIX EDUCATION SERVICE CTR	Texas	TX	7	95	0	789000	0	22000	767000	1081000	653000	353000
	4.45101E+13	48	201		REGION IV EDUCATION SERVICE CTR	Texas	TX	7	95	0	0	0	0	0	535000	72000	0
	4.45108E+13	48	215		REGIONN #1 EDUCATION SERVICE CTR	Texas	TX	7	95	0	93000	0	0	93000	1815000	88000	10000
	4.45123E+13	48	245		REGION V EDUCATION SERVICE CTR	Texas	TX	7	95	0	352000	0	0	352000	395000	250000	250000
	4.45152E+13	48	303		REGION XVII EDUCATION SERVC CTR	Texas	TX	7	95	0	0	0	0	0	1748000	316000	64000
	4.45155E+13	48	309		REGION XII EDUCATION SERVICE CTR	Texas	TX	7	95	0	0	0	0	0	357000	216000	15000
	4.45165E+13	48	329		REGION XVIII EDUCATION SERVC CTR	Texas	TX	7	95	0	0	0	0	0	289000	170000	0
	4.45178E+13	48	355		REGION II EDUCATION SERVICE CTR	Texas	TX	7	95	0	0	0	0	0	533000	238000	238000
	4.45188E+13	48	375		REGION XVI EDUCATION SERVICE CTR	Texas	TX	7	95	0	0	0	0	0	969000	233000	11000
	4.4522E+13	48	439		REGION XI EDUCATION SERVICE CTR	Texas	TX	7	95	0	0	0	0	0	276000	146000	0
	4.45221E+13	48	441		REGION XIV EDUCATION SERVICE CTR	Texas	TX	7	95	0	818000	0	336000	482000	1469000	711000	290000
	4.45225E+13	48	449		REGION VIII EDUCATN SERVICE CTR	Texas	TX	7	95	0	0	0	0	0	51000	0	0
	4.45226E+13	48	451		REGION XV EDUCATION SERVICE CTR	Texas	TX	7	95	0	345000	0	345000	0	201000	101000	0
	4.45227E+13	48	453		REGION XIII EDUCATION SERVC CTR	Texas	TX	7	95	0	1034000	0	749000	285000	899000	403000	76000
	4.45235E+13	48	469		REGION III EDUCATION SERVICE CTR	Texas	TX	7	95	0	0	0	0	0	178000	106000	106000
	4.45236E+13	48	471		REGION VI EDUCATION SERVICE CTR	Texas	TX	7	95	0	0	0	0	0	2792000	297000	0
	4.45243E+13	48	485		REGION IX EDUCATION SERVICE CTR	Texas	TX	7	95	0	0	0	0	0	10000	9000	0
	5.01008E+13	55	15		CALUMET CO HANDICAP CHILD EDUC B	Wisconsin	WI	5	95	0	972000	0	502000	470000	1138000	0	0
100005	1.50484E+12	1	95	0	ALBERTVILLE CITY SCH DIST	Alabama	AL	3	95	1	13741000	993000	9475000	3273000	13734000	8774000	5940000
100006	1.5048E+12	1	95	0	MARSHALL CO SCH DIST	Alabama	AL	3	95	1	30436000	2754000	20284000	7398000	30831000	19805000	12976000
100007	1.50374E+12	1	73	1000	HOOVER CITY SCH DIST	Alabama	AL	3	95	1	51197000	873000	23449000	26875000	64196000	28087000	17911000
100030	1.5062E+12	1	123	0	ALEXANDER CITY SCH DIST	Alabama	AL	3	95	1	17017000	944000	11111000	4962000	17072000	10169000	7230000
100060	1.502E+12	1	39	0	ANDALUSIA CTY SCH DIST	Alabama	AL	3	95	1	9289000	893000	6224000	2172000	8167000	5832000	4388000
100090	1.5008E+12	1	15	450	ANNISTON CTY SCH DST	Alabama	AL	3	95	1	19203000	2567000	11932000	4704000	18756000	12011000	8006000
100100	1.50488E+12	1	95	0	ARAB CIT SCHOOL DIST	Alabama	AL	3	95	1	10308000	490000	7373000	2445000	9436000	6291000	4658000
100120	1.5042E+12	1	83	3440	ATHENS CITY SCH DIST	Alabama	AL	3	95	1	19545000	913000	9024000	9608000	17624000	10126000	7391000
100180	1.5028E+12	1	55	2880	ATTALLA CITY SCH DIST	Alabama	AL	3	95	1	8368000	839000	6308000	1221000	8177000	5598000	3829000
100210	1.50417E+12	1	81	0	AUBURN CITY SCHOOL DIST	Alabama	AL	3	95	1	21117000	1222000	11611000	8284000	23876000	13744000	9064000
100240	1.5001E+12	1	1	5240	AUTAUGA CO SCH DIST	Alabama	AL	3	95	1	31827000	2821000	21389000	7617000	27458000	17609000	12162000
100270	1.5002E+12	1	3	5160	BALDWIN CO SCH DIST	Alabama	AL	3	95	1	93379000	6655000	55108000	31616000	87972000	55077000	38268000
100300	1.5003E+12	1	5	0	BARBOUR CO SCH DIST	Alabama	AL	3	95	1	9828000	1676000	7016000	1136000	9797000	6622000	4408000
100330	1.5037E+12	1	73	1000	BESSEMER CITY SCH DIST	Alabama	AL	3	95	1	23148000	3257000	15646000	4245000	23257000	15240000	10328000
100360	1.5004E+12	1	7	0	BIBB CO SCH DIST	Alabama	AL	3	95	1	14917000	1923000	11169000	1825000	14398000	9538000	6668000
100390	1.5037E+12	1	73	1000	BIRMINGHAM CITY SCH DIST	Alabama	AL	3	95	1	195033000	26108000	118755000	50170000	203395000	135492000	88914000
100420	1.5005E+12	1	9	1000	BLOUNT CO SCH DIST	Alabama	AL	3	95	1	25869000	2271000	19403000	4195000	23534000	16106000	11300000
100450	1.5027E+12	1	53	0	BREWTON CITY SCH DIST	Alabama	AL	3	95	1	6823000	467000	4229000	2127000	7048000	4016000	2935000
100480	1.5006E+12	1	11	0	BULLOCK CO SCH DIST	Alabama	AL	3	95	1	8712000	1655000	6127000	930000	8669000	5563000	3634000
100510	1.5007E+12	1	13	0	BUTLER CO SCH DIST	Alabama	AL	3	95	1	18120000	2697000	13234000	2189000	17715000	11483000	7903000
100540	1.5008E+12	1	15	450	CALHOUN CO SCH DIST	Alabama	AL	3	95	1	40768000	3424000	30415000	6929000	41358000	25049000	17199000
100600	1.5009E+12	1	17	0	CHAMBERS CO SCH DIST	Alabama	AL	3	95	1	19766000	2062000	13150000	4554000	19739000	11887000	8086000
100630	1.501E+12	1	19	0	CHEROKEE CO SCH DIST	Alabama	AL	3	95	1	16620000	1469000	11861000	3290000	16285000	10163000	7177000
100660	1.5011E+12	1	21	0	CHILTON CO SCH DIST	Alabama	AL	3	95	1	26068000	2258000	19454000	4356000	25623000	16695000	11737000
100690	1.5012E+12	1	23	0	CHOCTAW CO SCH DIST	Alabama	AL	3	95	1	13730000	1812000	9609000	2309000	13902000	8749000	6380000
100720	1.5013E+12	1	25	0	CLARKE CO SCH DIST	Alabama	AL	3	95	1	17495000	2424000	13010000	2061000	17031000	11071000	7230000
100750	1.5014E+12	1	27	0	CLAY CO SCH DIST	Alabama	AL	3	95	1	10648000	1010000	8227000	1411000	10549000	7145000	5145000
100780	1.5015E+12	1	29	0	CLEBURNE CO SCH DIST	Alabama	AL	3	95	1	10417000	1045000	7930000	1442000	9820000	6463000	4405000
100810	1.5016E+12	1	31	0	COFFEE CO SCH DIST	Alabama	AL	3	95	1	8944000	1148000	6112000	1684000	8892000	5592000	3881000
100840	1.5017E+12	1	33	2650	COLBERT CO SCH DIST	Alabama	AL	3	95	1	18199000	1451000	11451000	5297000	18568000	11185000	7264000
100870	1.5018E+12	1	35	0	CONECUH CO SCH DIST	Alabama	AL	3	95	1	11172000	1538000	8058000	1576000	10647000	7012000	4879000
100900	1.5019E+12	1	37	0	COOSA CO SCH DIST	Alabama	AL	3	95	1	7752000	1005000	5796000	951000	7512000	5076000	3423000
100930	1.502E+12	1	39	0	COVINGTON CO SCH DIST	Alabama	AL	3	95	1	14188000	1773000	9927000	2488000	13597000	8832000	5972000
100960	1.5021E+12	1	41	0	CRENSHAW CO SCH DIST	Alabama	AL	3	95	1	9977000	1322000	7501000	1154000	10005000	6528000	4663000
100990	1.5022E+12	1	43	0	CULLMAN CITY SCH DIST	Alabama	AL	3	95	1	16560000	1655000	7403000	7502000	16240000	7761000	5854000
101020	1.5022E+12	1	43	0	CULLMAN CO SCH DIST	Alabama	AL	3	95	1	37185000	3550000	26914000	6721000	37082000	23365000	16500000
101050	1.5023E+12	1	45	2180	DALE CO SCH DIST	Alabama	AL	3	95	1	13009000	1099000	9172000	2738000	13157000	8460000	5372000
101080	1.50237E+12	1	45	2180	DALEVILLE CTY SCH DIST	Alabama	AL	3	95	1	6663000	878000	4754000	1031000	7154000	4211000	3053000
101110	1.5024E+12	1	47	0	DALLAS CO SCH DIST	Alabama	AL	3	95	1	19696000	3398000	14943000	1355000	19441000	12941000	8967000
101140	1.5025E+12	1	49	0	DE KALB CO SCH DIST	Alabama	AL	3	95	1	30641000	3024000	22067000	5550000	30050000	19541000	13780000
101170	1.5052E+12	1	103	0	DECATUR CITY SCH DIST	Alabama	AL	3	95	1	47472000	2635000	25008000	19829000	47831000	29904000	19937000
101200	1.5046E+12	1	91	0	DEMOPOLIS CITY SCH DIST	Alabama	AL	3	95	1	9020000	1125000	6135000	1760000	9281000	5761000	4186000
101230	1.5035E+12	1	69	2180	DOTHAN CITY SCH DIST	Alabama	AL	3	95	1	47811000	5187000	28841000	13783000	48124000	31239000	21419000
101260	1.5016E+12	1	31	0	ELBA CITY SCH DIST	Alabama	AL	3	95	1	5243000	498000	3821000	924000	5050000	3331000	2410000
101290	1.5026E+12	1	51	5240	ELMORE CO SCH DIST	Alabama	AL	3	95	1	33920000	3077000	24851000	5992000	34932000	20666000	14749000
101320	1.5016E+12	1	31	0	ENTERPRISE CTY SCH DIST	Alabama	AL	3	95	1	23303000	2020000	15414000	5869000	22027000	14007000	9693000
101350	1.5027E+12	1	53	0	ESCAMBIA CO SCH DIST	Alabama	AL	3	95	1	23063000	2819000	15238000	5006000	22348000	14351000	9545000
101380	1.5028E+12	1	55	2880	ETOWAH CO SCH DIST	Alabama	AL	3	95	1	34180000	2429000	26700000	5051000	32762000	23020000	16275000
101410	1.5003E+12	1	5	0	EUFAULA CTY SCH DIST	Alabama	AL	3	95	1	14374000	1299000	9301000	3774000	15272000	8550000	6155000
101440	1.5037E+12	1	73	1000	FAIRFIELD CITY SCH DIST	Alabama	AL	3	95	1	9962000	996000	6455000	2511000	12511000	7012000	4248000
101470	1.5029E+12	1	57	0	FAYETTE CO SCH DIST	Alabama	AL	3	95	1	12062000	1030000	9197000	1835000	12110000	8011000	5541000
101530	1.5039E+12	1	77	2650	FLORENCE CITY SCH DIST	Alabama	AL	3	95	1	45328000	2894000	14553000	27881000	28951000	17689000	12905000
101560	1.5025E+12	1	49	0	FORT PAYNE CITY SCH DIST	Alabama	AL	3	95	1	10895000	880000	7425000	2590000	11769000	6445000	4751000
101590	1.503E+12	1	59	0	FRANKLIN CO SCH DIST	Alabama	AL	3	95	1	14388000	1650000	10440000	2298000	13860000	9343000	6512000
101620	1.5028E+12	1	55	2880	GADSDEN CITY SCH DIST	Alabama	AL	3	95	1	27200000	3609000	17626000	5965000	27539000	18357000	12772000
101640	1.50318E+12	1	61	0	GENEVA CITY SCHOOL DIST	Alabama	AL	3	95	1	6188000	528000	4193000	1467000	6093000	3756000	3059000
101660	1.5031E+12	1	61	0	GENEVA CO SCH DIST	Alabama	AL	3	95	1	11967000	1244000	8959000	1764000	11513000	7570000	5229000
101680	1.5032E+12	1	63	0	GREENE CO SCH DIST	Alabama	AL	3	95	1	11733000	2241000	7712000	1780000	10355000	6401000	4233000
101690	1.50488E+12	1	95	0	GUNTERSVILLE CITY SCHOOL DIST	Alabama	AL	3	95	1	8495000	477000	5381000	2637000	8054000	5290000	3675000
101710	1.5033E+12	1	65	0	HALE CO SCH DIST	Alabama	AL	3	95	1	15306000	2623000	11018000	1665000	14630000	9615000	6558000
101720	1.50678E+12	1	133	0	HALEYVILLE CITY SCH DIST	Alabama	AL	3	95	1	7069000	526000	5040000	1503000	7123000	4496000	3307000
101730	1.50529E+12	1	103	0	HARTSELLE CTY SCH DIST	Alabama	AL	3	95	1	14431000	524000	8904000	5003000	17375000	8827000	6442000
101740	1.5034E+12	1	67	0	HENRY CO SCH DIST	Alabama	AL	3	95	1	12600000	1432000	9103000	2065000	12545000	8337000	5823000
101760	1.50378E+12	1	73	1000	HOMEWOOD CITY SCHOOL DIST	Alabama	AL	3	95	1	18018000	513000	9326000	8179000	17032000	11190000	7768000
101770	1.5035E+12	1	69	2180	HOUSTON CO SCH DIST	Alabama	AL	3	95	1	24698000	2378000	16285000	6035000	25976000	17070000	12139000
101800	1.5045E+12	1	89	3440	HUNTSVILLE CITY SCH DIST	Alabama	AL	3	95	1	127448000	9020000	71480000	46948000	138014000	87197000	58832000
101830	1.5036E+12	1	71	0	JACKSON CO SCH DIST	Alabama	AL	3	95	1	28617000	3013000	19460000	6144000	27892000	17759000	11730000
101860	1.5008E+12	1	15	450	JACKSONVILLE CTY SCH DIST	Alabama	AL	3	95	1	6173000	581000	4529000	1063000	5957000	4101000	2953000
101890	1.5064E+12	1	127	1000	JASPER CITY SCH DIST	Alabama	AL	3	95	1	14473000	724000	8153000	5596000	14582000	8289000	5934000
101920	1.5037E+12	1	73	1000	JEFFERSON CO SCH DIST	Alabama	AL	3	95	1	188789000	11358000	117710000	59721000	202415000	120448000	85947000
101950	1.5038E+12	1	75	0	LAMAR CO SCH DIST	Alabama	AL	3	95	1	13482000	1069000	9482000	2931000	11662000	7733000	5275000
101980	1.5009E+12	1	17	0	LANETT CTY SCH DIST	Alabama	AL	3	95	1	6449000	726000	4587000	1136000	6450000	4366000	3168000
102010	1.5039E+12	1	77	2650	LAUDERDALE CO SCH DIST	Alabama	AL	3	95	1	35440000	2174000	24883000	8383000	34260000	21873000	14891000
102040	1.504E+12	1	79	0	LAWRENCE CO SCH DIST	Alabama	AL	3	95	1	27301000	3150000	18266000	5885000	26650000	18127000	12511000
102070	1.5041E+12	1	81	0	LEE CO SCH DIST	Alabama	AL	3	95	1	41315000	2202000	18633000	20480000	35442000	17102000	11709000
102100	1.5042E+12	1	83	3440	LIMESTONE CO SCH DIST	Alabama	AL	3	95	1	31979000	2058000	21278000	8643000	35133000	19016000	13527000
102130	1.50467E+12	1	91	0	LINDEN CITY SCHOOL DIST	Alabama	AL	3	95	1	4072000	731000	2870000	471000	3664000	2457000	1686000
102160	1.5043E+12	1	85	0	LOWNDES CO SCH DIST	Alabama	AL	3	95	1	14397000	3853000	9262000	1282000	14232000	9001000	5842000
102190	1.5044E+12	1	87	0	MACON CO SCH DIST	Alabama	AL	3	95	1	22379000	4498000	13079000	4802000	22301000	13167000	9162000
102220	1.5045E+12	1	89	3440	MADISON CO SCH DIST	Alabama	AL	3	95	1	79480000	4021000	48870000	26589000	86501000	45115000	31659000
102250	1.5046E+12	1	91	0	MARENGO CO SCH DIST	Alabama	AL	3	95	1	9487000	1470000	6424000	1593000	8840000	5668000	3764000
102310	1.5047E+12	1	93	0	MARION CO SCH DIST	Alabama	AL	3	95	1	16466000	1271000	12635000	2560000	15472000	10593000	7509000
102350	1.50378E+12	1	73	1000	MIDFIELD CITY SCHOOL DIST	Alabama	AL	3	95	1	8148000	857000	5425000	1866000	7902000	5004000	3474000
102370	1.5049E+12	1	97	5160	MOBILE CO SCH DIST	Alabama	AL	3	95	1	274190000	37451000	182829000	53910000	261093000	169650000	119714000
102400	1.505E+12	1	99	0	MONROE CO SCH DIST	Alabama	AL	3	95	1	21615000	2259000	15683000	3673000	20464000	13626000	10061000
102430	1.5051E+12	1	101	5240	MONTGOMERY CO SCH DIST	Alabama	AL	3	95	1	145754000	16838000	100507000	28409000	137744000	95354000	66070000
102480	1.5052E+12	1	103	0	MORGAN CO SCH DIST	Alabama	AL	3	95	1	36505000	2541000	22525000	11439000	38992000	23561000	15755000
102490	1.50375E+12	1	73	1000	MT BROOK CTY SCH DIST	Alabama	AL	3	95	1	23854000	321000	10608000	12925000	23128000	15094000	10763000
102520	1.50175E+12	1	33	2650	MUSCLE SHOALS SCH DIST	Alabama	AL	3	95	1	12306000	747000	6717000	4842000	11526000	7148000	4693000
102550	1.5005E+12	1	9	1000	ONEONTA CITY SCH DIST	Alabama	AL	3	95	1	4668000	190000	3379000	1099000	4252000	2724000	1983000
102580	1.5041E+12	1	81	0	OPELIKA CITY SCHS	Alabama	AL	3	95	1	23332000	1862000	13282000	8188000	25703000	13307000	9274000
102610	1.502E+12	1	39	0	OPP CITY SCH DIST	Alabama	AL	3	95	1	6991000	676000	4982000	1333000	6799000	4592000	3390000
102635	1.50088E+12	1	15	450	OXFORD CITY SCH DIST	Alabama	AL	3	95	1	11360000	772000	8250000	2338000	11078000	7110000	5255000
102640	1.5023E+12	1	45	2180	OZARK CITY SCH DIST	Alabama	AL	3	95	1	14106000	1760000	10077000	2269000	16385000	9827000	6909000
102650	1.50586E+12	1	115	1000	PELL CITY SCHOOL DIST	Alabama	AL	3	95	1	14499000	1546000	9904000	3049000	14008000	8665000	6025000
102670	1.5053E+12	1	105	0	PERRY CO SCH DIST	Alabama	AL	3	95	1	11910000	2404000	8185000	1321000	11353000	7360000	4899000
102700	1.5057E+12	1	113	1800	PHENIX CITY SCH DIST	Alabama	AL	3	95	1	25184000	3999000	15515000	5670000	23888000	14917000	9715000
102730	1.5054E+12	1	107	0	PICKENS CO SCH DIST	Alabama	AL	3	95	1	17265000	2536000	12751000	1978000	16503000	10894000	7518000
102760	1.5008E+12	1	15	450	PIEDMONT CTY SCH DIST	Alabama	AL	3	95	1	4471000	390000	3336000	745000	4994000	2938000	2135000
102790	1.5055E+12	1	109	0	PIKE CO SCH DIST	Alabama	AL	3	95	1	12734000	2512000	8160000	2062000	12565000	7988000	5453000
102820	1.5056E+12	1	111	0	RANDOLPH CO SCH DIST	Alabama	AL	3	95	1	9605000	876000	7248000	1481000	10049000	6625000	4387000
102850	1.5056E+12	1	111	0	ROANOKE CITY SCH DIST	Alabama	AL	3	95	1	8669000	599000	4166000	3904000	8657000	3575000	2581000
102880	1.5057E+12	1	113	1800	RUSSELL CO SCH DIST	Alabama	AL	3	95	1	16001000	1967000	10765000	3269000	15727000	9599000	6681000
102910	1.503E+12	1	59	0	RUSSELLVILLE SCH DIST	Alabama	AL	3	95	1	10214000	901000	6871000	2442000	9902000	6516000	4638000
102940	1.5036E+12	1	71	0	SCOTTSBORO CITY SCH DIST	Alabama	AL	3	95	1	14282000	984000	9377000	3921000	13465000	8825000	5922000
102970	1.5024E+12	1	47	0	SELMA CITY SCH DIST	Alabama	AL	3	95	1	21797000	3743000	14676000	3378000	21114000	13766000	9678000
103000	1.5017E+12	1	33	2650	SHEFFIELD CITY SCH DIST	Alabama	AL	3	95	1	8632000	1045000	4925000	2662000	8194000	5323000	3819000
103030	1.5059E+12	1	117	1000	SHELBY CO SCH DIST	Alabama	AL	3	95	1	83868000	4379000	50883000	28606000	88930000	50122000	35611000
103062	1.5058E+12	1	115	1000	ST CLAIR CO SCH DIST	Alabama	AL	3	95	1	24526000	2280000	17645000	4601000	23949000	14833000	10821000
103090	1.506E+12	1	119	0	SUMTER CO SCH DIST	Alabama	AL	3	95	1	14885000	2503000	9819000	2563000	14601000	9265000	6350000
