NAME,STNAME,STABBR,SCHLEV,YEAR,CCDNF,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,Z32,Z33,V33
Eufaula City,Alabama,AL,3,16,1,26182000,3558000,15900000,6724000,29843000,14015000,9480000,2842
Fairfield City,Alabama,AL,3,16,1,18479000,3282000,11172000,4025000,18371000,9282000,5922000,1782
Fayette County,Alabama,AL,3,16,1,22528000,2639000,14527000,5362000,21990000,12015000,7434000,2403
Florence City,Alabama,AL,3,16,1,55334000,5078000,23387000,26869000,52958000,25387000,17905000,4519
Fort Payne City,Alabama,AL,3,16,1,28952000,3630000,17672000,7650000,28145000,14762000,10193000,3205
Franklin County,Alabama,AL,3,16,1,33368000,4304000,21231000,7833000,34380000,18231000,11883000,3388
Gadsden City,Alabama,AL,3,16,1,53345000,9295000,29199000,14851000,52913000,28548000,18056000,5226
Geneva City,Alabama,AL,3,16,1,13016000,1227000,8750000,3039000,11983000,6517000,4391000,1275
Geneva County,Alabama,AL,3,16,1,26402000,3640000,17603000,5159000,25792000,12817000,8567000,2742
Greene County,Alabama,AL,3,16,1,14695000,2381000,7645000,4669000,14897000,7319000,4288000,1173
Guntersville City,Alabama,AL,3,16,1,20195000,1878000,10821000,7496000,19412000,10717000,6834000,1999
Hale County,Alabama,AL,3,16,1,28497000,3778000,17349000,7370000,27221000,13522000,8889000,2687
Haleyville City,Alabama,AL,3,16,1,16709000,1828000,9904000,4977000,16158000,8715000,5900000,1711
Hartselle City,Alabama,AL,3,16,1,30401000,1588000,17791000,11022000,29601000,16477000,11417000,3068
Henry County,Alabama,AL,3,16,1,24166000,2573000,15381000,6212000,24025000,12117000,7866000,2540
Homewood City,Alabama,AL,3,16,1,52340000,2202000,17538000,32600000,47726000,27257000,17797000,4069
Houston County,Alabama,AL,3,16,1,55122000,6092000,33481000,15549000,55759000,29382000,20642000,6343
Huntsville City,Alabama,AL,3,16,1,267800000,27807000,113117000,126876000,410031000,121511000,78156000,23827
Jackson County,Alabama,AL,3,16,1,58256000,6854000,35239000,16163000,58329000,30471000,18162000,5528
Jacksonville City,Alabama,AL,3,16,1,14925000,1563000,8599000,4763000,22806000,7790000,5420000,1544
Jasper City,Alabama,AL,3,16,1,27747000,2406000,14860000,10481000,29622000,14853000,10210000,2746
Jefferson County,Alabama,AL,3,16,1,344274000,33131000,199350000,111793000,338349000,184880000,118360000,36092
Lamar County,Alabama,AL,3,16,1,22275000,2637000,14731000,4907000,23060000,11063000,7051000,2351
Lanett City,Alabama,AL,3,16,1,9413000,1648000,5717000,2048000,9419000,4966000,3200000,863
Lauderdale County,Alabama,AL,3,16,1,76888000,6248000,48206000,22434000,76362000,40806000,28693000,8445
Lawrence County,Alabama,AL,3,16,1,51703000,5697000,31283000,14723000,53773000,24963000,16069000,4841
Lee County,Alabama,AL,3,16,1,95695000,7077000,56426000,32192000,94539000,51116000,34752000,9771
Limestone County,Alabama,AL,3,16,1,88553000,6940000,53070000,28543000,106503000,46595000,31019000,8789
Linden City,Alabama,AL,3,16,1,5672000,863000,3617000,1192000,5448000,2901000,1806000,518
Lowndes County,Alabama,AL,3,16,1,21642000,6200000,10961000,4481000,21098000,10898000,5977000,1562
Macon County,Alabama,AL,3,16,1,23758000,4356000,14019000,5383000,26578000,12728000,6898000,2134
Madison County,Alabama,AL,3,16,1,187046000,12291000,111079000,63676000,185652000,98668000,65102000,19452
Marengo County,Alabama,AL,3,16,1,11585000,1540000,7058000,2987000,11678000,6129000,3716000,1090
Marion County,Alabama,AL,3,16,1,31887000,3573000,20888000,7426000,31060000,16737000,11237000,3405
Midfield City,Alabama,AL,3,16,1,11987000,2401000,6921000,2665000,12501000,5962000,3402000,1134
Mobile County,Alabama,AL,3,16,1,564939000,78217000,310545000,176177000,606882000,284363000,176237000,57581
Monroe County,Alabama,AL,3,16,1,33410000,5253000,20650000,7507000,33507000,17912000,11926000,3600
Montgomery County,Alabama,AL,3,16,1,301121000,42712000,169038000,89371000,296474000,152829000,97220000,30667
Morgan County,Alabama,AL,3,16,1,78919000,6537000,41600000,30782000,81220000,40238000,25300000,7757
Mountain Brook City,Alabama,AL,3,16,1,61403000,793000,20122000,40488000,59779000,32701000,22776000,4371
Muscle Shoals City,Alabama,AL,3,16,1,29431000,1589000,15851000,11991000,28870000,15586000,10471000,2907
Oneonta City,Alabama,AL,3,16,1,13464000,992000,8541000,3931000,12726000,6479000,4382000,1477
Opelika City,Alabama,AL,3,16,1,47847000,4849000,22979000,20019000,47136000,24477000,16365000,4240
Opp City,Alabama,AL,3,16,1,13595000,1586000,8108000,3901000,13643000,6703000,4415000,1357
Oxford City,Alabama,AL,3,16,1,43617000,3494000,23131000,16992000,41504000,22387000,15286000,4171
Ozark City,Alabama,AL,3,16,1,23012000,2548000,14093000,6371000,23479000,11162000,7017000,2131
Pell City,Alabama,AL,3,16,1,37455000,3535000,23100000,10820000,36396000,19312000,12989000,4023
Perry County,Alabama,AL,3,16,1,16271000,3616000,10175000,2480000,15450000,8153000,5062000,1525
Phenix City,Alabama,AL,3,16,1,66280000,7735000,40838000,17707000,68862000,33475000,22669000,7043
Pickens County,Alabama,AL,3,16,1,26826000,3541000,17386000,5899000,27921000,13506000,8622000,2633
Piedmont City,Alabama,AL,3,16,1,11695000,1507000,7287000,2901000,11355000,6162000,4049000,1247
Pike County,Alabama,AL,3,16,1,23840000,3437000,13858000,6545000,23530000,12315000,7505000,2189
Randolph County,Alabama,AL,3,16,1,21531000,2475000,13280000,5776000,23702000,11740000,7735000,2228
Roanoke City,Alabama,AL,3,16,1,13567000,1714000,8577000,3276000,13381000,7093000,4838000,1542
Russell County,Alabama,AL,3,16,1,33852000,4285000,21466000,8101000,32367000,17385000,10790000,3598
Russellville City,Alabama,AL,3,16,1,26359000,3258000,16084000,7017000,27093000,13795000,9361000,2743
Scottsboro City,Alabama,AL,3,16,1,27634000,2085000,15142000,10407000,26990000,14132000,8874000,2536
Selma City,Alabama,AL,3,16,1,35241000,6753000,21192000,7296000,39712000,18597000,11829000,3798
Sheffield City,Alabama,AL,3,16,1,13779000,2114000,7041000,4624000,13310000,6864000,4447000,1059
Shelby County,Alabama,AL,3,16,1,207108000,11491000,107556000,88061000,204630000,108342000,67864000,20064
St Clair County,Alabama,AL,3,16,1,80428000,8311000,51603000,20514000,80152000,41510000,27917000,9056
Sumter County,Alabama,AL,3,16,1,19254000,3747000,11192000,4315000,19797000,9674000,5467000,1593
Sylacauga City,Alabama,AL,3,16,1,22318000,2431000,13419000,6468000,30634000,11973000,7978000,2256
Talladega City,Alabama,AL,3,16,1,21934000,2863000,13355000,5716000,22472000,11452000,7306000,2051
Talladega County,Alabama,AL,3,16,1,77788000,8297000,43662000,25829000,76784000,38762000,22766000,7777
Tallapoosa County,Alabama,AL,3,16,1,29725000,3597000,14928000,11200000,26794000,14230000,9133000,2894
Tallassee City,Alabama,AL,3,16,1,17726000,1549000,10823000,5354000,17696000,9098000,6431000,1854
Tarrant City,Alabama,AL,3,16,1,12580000,2255000,6940000,3385000,12468000,6517000,3733000,1174
Thomasville City,Alabama,AL,3,16,1,13572000,1334000,8364000,3874000,15018000,7244000,4745000,1339
Troy City,Alabama,AL,3,16,1,20582000,2097000,10239000,8246000,19199000,10302000,7301000,1981
Tuscaloosa City,Alabama,AL,3,16,1,126506000,16560000,51035000,58911000,125943000,59344000,35560000,10418
Tuscaloosa County,Alabama,AL,3,16,1,180014000,15123000,102089000,62802000,172552000,86164000,55700000,18352
Tuscumbia City,Alabama,AL,3,16,1,15100000,1307000,8686000,5107000,16985000,7670000,4995000,1527
Vestavia Hills City,Alabama,AL,3,16,1,78089000,1738000,33190000,43161000,88933000,42839000,29732000,7015
Walker County,Alabama,AL,3,16,1,77323000,10228000,44847000,22248000,76823000,41461000,26768000,7827
Washington County,Alabama,AL,3,16,1,28275000,3865000,16255000,8155000,28507000,14610000,9648000,2936
Wilcox County,Alabama,AL,3,16,1,19633000,3718000,11702000,4213000,19943000,10209000,6174000,1795
Winfield City,Alabama,AL,3,16,1,12965000,1269000,7723000,3973000,13028000,6519000,4418000,1266
Winston County,Alabama,AL,3,16,1,26086000,2743000,15593000,7750000,25019000,13874000,8138000,2449
Lower Kuskokwim School District,Alaska,AK,3,16,1,146279000,17720000,108126000,20433000,172073000,49050000,31051000,4293
Lower Yukon School District,Alaska,AK,3,16,1,61350000,24947000,35250000,1153000,61506000,22898000,13930000,2030
Yupiit School District,Alaska,AK,3,16,1,12348000,4347000,7167000,834000,15309000,5435000,3436000,461
Kashunamiut School District,Alaska,AK,3,16,1,7874000,3044000,4342000,488000,10008000,3742000,2059000,333
Mount Edgecumbe High School Agency,Alaska,AK,2,16,1,12154000,3725000,8420000,9000,12112000,3526000,1405000,426
Aleutians East Borough School District,Alaska,AK,3,16,1,9290000,2396000,5749000,1145000,9399000,3504000,2297000,240
Aleutian Region School District,Alaska,AK,3,16,1,1493000,115000,1321000,57000,1804000,607000,387000,35
Bering Strait School District,Alaska,AK,3,16,1,48238000,10451000,34684000,3103000,66782000,27962000,20141000,1895
Bristol Bay Borough School District,Alaska,AK,3,16,1,3986000,359000,2037000,1590000,4292000,1483000,932000,132
Alaska Gateway School District,Alaska,AK,3,16,1,11433000,2284000,9048000,101000,12381000,4957000,3288000,378
Cordova City School District,Alaska,AK,3,16,1,8039000,519000,5522000,1998000,6649000,3073000,1969000,368
Copper River School District,Alaska,AK,3,16,1,8679000,1013000,7458000,208000,8392000,3506000,2257000,426
Craig City School District,Alaska,AK,3,16,1,7797000,1857000,5144000,796000,8334000,3676000,2147000,523
Delta-Greely School District,Alaska,AK,3,16,1,13494000,1460000,11811000,223000,13117000,6190000,4115000,777
Dillingham City School District,Alaska,AK,3,16,1,12098000,1802000,8227000,2069000,12761000,5347000,3795000,455
Galena City School District,Alaska,AK,3,16,1,32928000,1895000,29706000,1327000,32884000,9819000,4383000,4329
Ketchikan Gateway Borough School District,Alaska,AK,3,16,1,42426000,2348000,30715000,9363000,40414000,20575000,14104000,2340
Anchorage School District,Alaska,AK,3,16,1,758779000,78331000,463256000,217192000,800058000,367144000,242627000,48324
Juneau Borough School District,Alaska,AK,3,16,1,93302000,4622000,60304000,28376000,84571000,43049000,28417000,4851
Sitka School District,Alaska,AK,3,16,1,28895000,2553000,18239000,8103000,26960000,12680000,9194000,1334
Haines Borough School District,Alaska,AK,3,16,1,6698000,437000,4377000,1884000,6644000,2835000,1947000,281
Hoonah City School District,Alaska,AK,3,16,1,4166000,919000,2588000,659000,4375000,1923000,1261000,116
Hydaburg City School District,Alaska,AK,3,16,1,2757000,460000,1927000,370000,2971000,1031000,745000,88
Kake City School District,Alaska,AK,3,16,1,3776000,1342000,2241000,193000,3679000,1684000,1007000,108
Kenai Peninsula Borough School District,Alaska,AK,3,16,1,161721000,9426000,102241000,50054000,163029000,74683000,52301000,8992
Klawock City School District,Alaska,AK,3,16,1,4145000,1148000,2689000,308000,3849000,1873000,1247000,116
Kodiak Island Borough School District,Alaska,AK,3,16,1,53750000,5515000,37013000,11222000,57229000,23520000,14891000,2434
Lake and Peninsula Borough School District,Alaska,AK,3,16,1,19780000,2087000,12193000,5500000,20312000,6316000,3435000,341
Matanuska-Susitna Borough School District,Alaska,AK,3,16,1,303215000,18467000,222607000,62141000,358757000,138729000,88733000,18742
Iditarod Area School District,Alaska,AK,3,16,1,7451000,878000,6365000,208000,7753000,2476000,1540000,310
Annette Island School District,Alaska,AK,3,16,1,10463000,6840000,3444000,179000,8529000,3825000,2572000,337
Nenana City School District,Alaska,AK,3,16,1,11030000,1284000,9574000,172000,11138000,3999000,2012000,1090
Nome Public Schools,Alaska,AK,3,16,1,16027000,1332000,11504000,3191000,16978000,6876000,4332000,715
Fairbanks North Star Borough School District,Alaska,AK,3,16,1,249155000,32095000,156833000,60227000,233935000,116954000,73386000,13901
North Slope Borough School District,Alaska,AK,3,16,1,74050000,10285000,22844000,40921000,77190000,33147000,15855000,2047
Northwest Arctic Borough School District,Alaska,AK,3,16,1,74025000,16249000,47196000,10580000,75554000,25202000,15749000,2173
Pelican City School District,Alaska,AK,3,16,1,583000,27000,530000,26000,547000,195000,78000,14
Petersburg Borough School District,Alaska,AK,3,16,1,10479000,587000,7899000,1993000,10277000,4625000,3070000,459
Pribilof School District,Alaska,AK,3,16,1,3206000,1053000,1718000,435000,3011000,1047000,665000,82
Saint Mary's School District,Alaska,AK,3,16,1,10661000,1222000,9149000,290000,11557000,2144000,1380000,213
Skagway School District,Alaska,AK,3,16,1,3088000,41000,1154000,1893000,2911000,1330000,881000,108
Southeast Island School District,Alaska,AK,3,16,1,7820000,822000,6665000,333000,9334000,3114000,1802000,184
Southwest Region School District,Alaska,AK,3,16,1,26198000,10689000,14962000,547000,24097000,7942000,4365000,591
Tanana City School District,Alaska,AK,3,16,1,1583000,149000,1302000,132000,1775000,548000,357000,37
Unalaska City School District,Alaska,AK,3,16,1,10244000,338000,5500000,4406000,9875000,4155000,2742000,378
Chatham School District,Alaska,AK,3,16,1,5067000,814000,4140000,113000,5074000,2027000,1367000,172
Kuspuk School District,Alaska,AK,3,16,1,14354000,6430000,7150000,774000,14494000,5351000,3406000,410
Denali Borough School District,Alaska,AK,3,16,1,10246000,243000,7634000,2369000,9707000,3593000,2108000,872
Yukon Flats School District,Alaska,AK,3,16,1,9650000,1889000,7636000,125000,10549000,3842000,2410000,261
Valdez City School District,Alaska,AK,3,16,1,19370000,583000,7807000,10980000,18570000,7256000,4714000,642
Chugach School District,Alaska,AK,3,16,1,6357000,1672000,3615000,1070000,6729000,2226000,1787000,363
Wrangell Public School District,Alaska,AK,3,16,1,6399000,1426000,4253000,720000,5860000,2939000,1842000,274
Yakutat School District,Alaska,AK,3,16,1,2347000,307000,1399000,641000,2381000,886000,639000,85
Yukon-Koyukuk School District,Alaska,AK,3,16,1,23948000,4476000,19000000,472000,24538000,7059000,4622000,1591
Cave Creek Unified District,Arizona,AZ,3,16,1,46654000,2130000,9485000,35039000,55252000,22572000,13765000,5344
Chino Valley Unified District,Arizona,AZ,3,16,1,17544000,2712000,6366000,8466000,17362000,8267000,5467000,2348
Clarkdale-Jerome Elementary District,Arizona,AZ,1,16,1,4033000,480000,1545000,2008000,3618000,2118000,1412000,474
Salome Consolidated Elementary District,Arizona,AZ,1,16,1,1536000,228000,348000,960000,1357000,705000,368000,116
Center for Academic Success  Inc.,Arizona,AZ,3,16,1,11720000,3481000,8142000,97000,10031000,4987000,3419000,1205
Pine Forest Education Association  Inc.,Arizona,AZ,1,16,1,2012000,90000,1716000,206000,1743000,1202000,1005000,247
Flagstaff Arts And Leadership Academy,Arizona,AZ,2,16,1,2914000,44000,2614000,256000,2163000,1324000,1035000,322
Flagstaff Montessori  L.L.C.,Arizona,AZ,1,16,1,1457000,0,1427000,30000,1458000,910000,812000,215
Colorado City Unified District,Arizona,AZ,3,16,1,5631000,1669000,2658000,1304000,5010000,2809000,1759000,542
Vernon Elementary District,Arizona,AZ,1,16,1,1692000,345000,675000,672000,1900000,888000,521000,146
Pinon Unified District,Arizona,AZ,3,16,1,21517000,10742000,8594000,2181000,19521000,10623000,5491000,1212
Heber-Overgaard Unified District,Arizona,AZ,3,16,1,5400000,773000,1084000,3543000,4561000,2404000,1518000,441
Triumphant Learning Center,Arizona,AZ,1,16,1,685000,19000,659000,7000,677000,377000,254000,104
Ridgeline Academy  Inc.,Arizona,AZ,1,16,1,4014000,116000,3609000,289000,4460000,2075000,1649000,581
Boys & Girls Clubs of the East Valley dba Mesa Arts Academy,Arizona,AZ,1,16,1,2178000,412000,1735000,31000,2176000,1186000,928000,239
Reid Traditional Schools' Valley Academy  Inc.,Arizona,AZ,1,16,1,5416000,93000,4836000,487000,3963000,2226000,1780000,795
Foothills Academy,Arizona,AZ,3,16,1,2818000,64000,2329000,425000,2521000,1611000,1042000,334
Twenty First Century Charter School  Inc. Bennett Academy,Arizona,AZ,1,16,1,2186000,0,2144000,42000,2008000,1180000,855000,334
STEP UP Schools  Inc.,Arizona,AZ,1,16,1,838000,67000,707000,64000,1022000,632000,512000,96
Maricopa County Community College District dba Gateway Early,Arizona,AZ,2,16,1,2172000,156000,2014000,2000,2312000,1278000,944000,254
New School For The Arts,Arizona,AZ,2,16,1,1833000,18000,1582000,233000,1472000,843000,593000,196
Salt River Pima-Maricopa  Community Schools,Arizona,AZ,2,16,1,6317000,2094000,2032000,2191000,6068000,3981000,2493000,260
Espiritu Community Development Corp. 1,Arizona,AZ,2,16,1,2890000,548000,2291000,51000,3360000,961000,568000,290
Heritage Academy  Inc.,Arizona,AZ,2,16,1,5691000,0,5152000,539000,5519000,2765000,2438000,707
Villa Montessori Charter School,Arizona,AZ,1,16,1,6730000,52000,3334000,3344000,5324000,3222000,2540000,498
EduPreneurship  Inc.,Arizona,AZ,1,16,1,679000,156000,520000,3000,623000,304000,200000,73
Arizona School For The Arts,Arizona,AZ,3,16,1,7906000,95000,6182000,1629000,5991000,3631000,2908000,832
Arizona Call-a-Teen Youth Resources  Inc.,Arizona,AZ,2,16,1,1016000,0,1012000,4000,1042000,404000,189000,99
Intelli-School  Inc.,Arizona,AZ,2,16,1,751000,56000,675000,20000,777000,208000,130000,87
Benjamin Franklin Charter School,Arizona,AZ,3,16,1,19129000,0,18515000,614000,17816000,8030000,5848000,2897
Victory High School  Inc.,Arizona,AZ,2,16,1,244000,28000,209000,7000,190000,82000,40000,22
Montessori Day Public Schools Chartered  Inc.,Arizona,AZ,1,16,1,2117000,107000,1876000,134000,1997000,1052000,683000,276
